abbreviation,addedBy,cog,csecoida,description,ecnumber,formula,keggId,keggorthology,lastModified,mcs,modifiedBy,notes,pdmapName,ref,reversible,rxn_id,subsystem,url
3SALAASPm,,,3A0000304,cysteinesulfinate-aspartate mitochondrial shuttle,,3sala[m] + asp_L[c] <=> 3sala[c] + asp_L[m] ,,,2016-11-30T10:22:58Z,2,,PMID:486467  MM,,PMID:14598172,1,80,"Transport, mitochondrial",http://vmh.uni.lu/_api/reactions/80/?format=pcsv
3SALACBOXL,,,3A0000269,3-Sulfino-L-alanine carboxy-lyase,4.1.1.15,2.0 h[c] + 3sala[c] -> co2[c] + hyptaur[c] ,,,2016-11-30T10:22:58Z,4,,SAB,,,0,81,Taurine and hypotaurine metabolism,http://vmh.uni.lu/_api/reactions/81/?format=pcsv
3SALAOX,,,3A0000000,cysteinesulfinic acid oxidase,,o2[c] + 2.0 h[c] + 2.0 3sala[c] -> 2.0 Lcyst[c] ,,,2016-11-30T10:22:58Z,2,,"as described in Bender (Nutritional biochmeistry of the vitamins, 2nd edition)  MM",,,0,82,Taurine and hypotaurine metabolism,http://vmh.uni.lu/_api/reactions/82/?format=pcsv
3SALATAi,,,3A0000304,3-sulfino-alanine transaminase (irreversible),2.6.1.1,h[c] + akg[c] + 3sala[c] -> glu_L[c] + 3snpyr[c] ,,,2016-11-30T10:22:58Z,2,,"MM. activity measured in rat, 3-sulfinoalanine is substrate found in human brain",,PMID:3346220,0,83,Methionine and cysteine metabolism,http://vmh.uni.lu/_api/reactions/83/?format=pcsv
3SALATAim,,,3A0000304,"3-sulfino-alanine transaminase (irreversible), mitochondrial",2.6.1.1,h[m] + akg[m] + 3sala[m] -> glu_L[m] + 3snpyr[m] ,,,2016-11-30T10:22:58Z,2,,"MM. activity measured in rat, 3-sulfinoalanine is substrate found in human brain",,PMID:3346220,0,84,Methionine and cysteine metabolism,http://vmh.uni.lu/_api/reactions/84/?format=pcsv
3SPYRSP,,,3A0000000,3-sulfinopyruvate hydrolase (spotaneous reaction),,h2o[c] + 3snpyr[c] -> h[c] + pyr[c] + so3[c] ,,,2016-11-30T10:22:58Z,2,,MM,,PMID:3346220,0,85,Methionine and cysteine metabolism,http://vmh.uni.lu/_api/reactions/85/?format=pcsv
3SPYRSPm,,,3A0000000,"3-sulfinopyruvate hydrolase (spotaneous reaction), mitochondrial",,h2o[m] + 3snpyr[m] -> h[m] + pyr[m] + so3[m] ,,,2016-11-30T10:22:58Z,2,,MM,,PMID:3346220,0,86,Methionine and cysteine metabolism,http://vmh.uni.lu/_api/reactions/86/?format=pcsv
41R1H2MAE12BOOX,,,3A0000269,"4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",1.4.3.4,h2o[c] + o2[c] + adrnl[c] -> h2o2[c] + 34dhmald[c] + mma[c] ,,,2016-11-30T10:22:58Z,4,,SAB,,"PMID:15035803,PMID:8920635,PMID:9653080",0,87,Tyrosine metabolism,http://vmh.uni.lu/_api/reactions/87/?format=pcsv
41R2A1H12BOOX,,,3A0000269,"4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",1.4.3.4,h2o[c] + o2[c] + nrpphr[c] -> h2o2[c] + nh4[c] + 34dhmald[c] ,,,2016-11-30T10:22:58Z,4,,SAB,,"PMID:15035803,PMID:8920635,PMID:9653080",0,88,Tyrosine metabolism,http://vmh.uni.lu/_api/reactions/88/?format=pcsv
42A12BOOX,,,3A0000269,"4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",1.4.3.6,h2o[c] + o2[c] + dopa[c] -> h2o2[c] + nh4[c] + 34dhpac[c] ,,,2016-11-30T10:22:58Z,4,,SAB,,"PMID:15035803,PMID:8920635,PMID:9653080",0,89,Tyrosine metabolism,http://vmh.uni.lu/_api/reactions/89/?format=pcsv
4ABUTtm,,,3A0000000,4-aminobutanoate mitochondrial transport via diffusion,,4abut[c] <=> 4abut[m] ,,,2016-11-30T10:22:58Z,2,,NCD,,PMID:10407778,1,90,"Transport, mitochondrial",http://vmh.uni.lu/_api/reactions/90/?format=pcsv
4HBZCOAFm,,,3A0000000,4-hydroxybenzoyl-CoA formation,,h2o[m] + nad[m] + coa[m] + coucoa[m] -> h[m] + nadh[m] + 4hbzcoa[m] + accoa[m] ,,,2016-11-30T10:22:58Z,2,,IT reaction involved in formation of 4-hydroxybenzoate from tyrosine.,,"PMID:11583838,PMID:12232327",0,91,Ubiquinone synthesis,http://vmh.uni.lu/_api/reactions/91/?format=pcsv
4HBZFm,,,3A0000000,4-hydroxybenzoate formation,,h2o[m] + 4hbzcoa[m] -> h[m] + coa[m] + 4hbz[m] ,,,2016-11-30T10:22:58Z,2,,IT reaction involved in formation of 4-hydroxybenzoate from tyrosine.,,"PMID:11583838,PMID:12232327",0,92,Ubiquinone synthesis,http://vmh.uni.lu/_api/reactions/92/?format=pcsv
4HDEBRISOQUINEte,,,3A0000000,xenobiotic transport,,4hdebrisoquine[e] <=> 4hdebrisoquine[c] ,,,2016-11-30T10:22:58Z,2,,"unknown mechanism, related cyp P450 metabolism reactions NJ",,,1,93,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/93/?format=pcsv
4HGLSDm,,,3A0000212,"L-4-hydroxyglutamate semialdehyde dehydrogenase, mitochondrial",1.5.1.12,h2o[m] + nad[m] + 4hglusa[m] -> 2.0 h[m] + nadh[m] + e4hglu[m] ,,,2016-11-30T10:22:58Z,1,,NCD,,PMID:15849464,0,94,Arginine and Proline Metabolism,http://vmh.uni.lu/_api/reactions/94/?format=pcsv
4HOXPACDOX_NADP_,,,3A0000304,4-Hydroxyphenylacetaldehyde:NADP+ oxidoreductase,1.2.1.5,h2o[c] + nadp[c] + 4hoxpacd[c] <=> 2.0 h[c] + nadph[c] + 4hphac[c] ,,,2016-11-30T10:22:58Z,2,,SAB,,PMID:3753983,1,95,Tyrosine metabolism,http://vmh.uni.lu/_api/reactions/95/?format=pcsv
4MOPt2im,,,3A0000000,4-methyl-2-oxopentanoate mitochondrial transport  via proton symport,,h[c] + 4mop[c] -> h[m] + 4mop[m] ,,,2016-11-30T10:22:58Z,4,,MM,,PMID:8428987,0,96,"Transport, mitochondrial",http://vmh.uni.lu/_api/reactions/96/?format=pcsv
4MPTNLte,,,3A0000000,4-methylpentanal transport,,4mptnl[c] <=> 4mptnl[e] ,,,2016-11-30T10:22:58Z,2,,,,PMID:8428987,1,97,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/97/?format=pcsv
4MPTNLtm,,,3A0000000,4-methylpentanal transport (mitochondria),,4mptnl[c] <=> 4mptnl[m] ,,,2016-11-30T10:22:58Z,2,,,,PMID:8428987,1,98,"Transport, mitochondrial",http://vmh.uni.lu/_api/reactions/98/?format=pcsv
4MPTNLtr,,,3A0000000,4-methylpentanal transport (ER),,4mptnl[c] <=> 4mptnl[r] ,,,2016-11-30T10:22:58Z,2,,,,PMID:8428987,1,99,"Transport, endoplasmic reticular",http://vmh.uni.lu/_api/reactions/99/?format=pcsv
4MTOLBUTAMIDEte,,,3A0000000,xenobiotic transport,,4mtolbutamide[e] <=> 4mtolbutamide[c] ,,,2016-11-30T10:22:58Z,2,,"unknown mechanism, related cyp P450 metabolism reactions NJ",,,1,100,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/100/?format=pcsv
4NPHSFte,,,3A0000000,xenobiotic transport,,4nphsf[e] <=> 4nphsf[c] ,,,2016-11-30T10:22:58Z,2,,"unknown mechanism, related cyp P450 metabolism reactions NJ. Biochemical, Rat",,PMID:9344226,1,101,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/101/?format=pcsv
4NPHSULT,,,3A0000269,4-Nitrophenol Sulfotransferase,2.8.2.1,paps[c] + 4nph[c] -> h[c] + pap[c] + 4nphsf[c] ,,,2016-11-30T10:22:58Z,4,,RS/TV (6/14/05),,"PMID:11535246,PMID:15293241",0,102,Cytochrome metabolism,http://vmh.uni.lu/_api/reactions/102/?format=pcsv
4NPHte,,,3A0000000,xenobiotic transport,,4nph[e] <=> 4nph[c] ,,,2016-11-30T10:22:58Z,2,,"unknown mechanism, related cyp P450 metabolism reactions NJ. Physiological, Rat",,"PMID:8385949,PMID:9219629",1,103,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/103/?format=pcsv
4PYRDX,,,3A0000000,4-Pyridoxal secretion,,h2o[c] + atp[c] + 4pyrdx[c] -> h[c] + adp[c] + pi[c] + 4pyrdx[e] ,,,2016-11-30T10:22:58Z,2,,IT Reaction correct??? (active transport),,PMID:6380540,0,104,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/104/?format=pcsv
5ADTSTSTERONEGLCte,,,3A0000304,glucuronidated compound transport,,h2o[c] + atp[c] + 5adtststeroneglc[c] -> h[c] + adp[c] + pi[c] + 5adtststeroneglc[e] ,,,2016-11-30T10:22:59Z,2,,presumed MDR transporter NJ. Physiological,,,0,105,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/105/?format=pcsv
5ADTSTSTERONEGLCtr,,,3A0000000,glucuronidated compound transport,,5adtststeroneglc[c] <=> 5adtststeroneglc[r] ,,,2016-11-30T10:22:59Z,2,,"unknown mechanism, however glucuronidated metabolites need to get out of the cell NJ",,,1,106,"Transport, endoplasmic reticular",http://vmh.uni.lu/_api/reactions/106/?format=pcsv
5ADTSTSTERONESte,,,3A0000000,sulfonated testosterone transport,,5adtststerones[c] <=> 5adtststerones[e] ,,,2016-11-30T10:22:59Z,1,,unknown mechanism - presumed excretion of sulfonated testosterone NJ,,,1,107,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/107/?format=pcsv
5ADTSTSTERONESULT,,,3A0000269,5alpha-Dihydrotestosterone sulfotransferase,2.8.2.2,paps[c] + 5adtststerone[c] -> h[c] + pap[c] + 5adtststerones[c] ,,,2016-11-30T10:22:59Z,4,,NJ,,"PMID:1588921,PMID:16399349",0,108,Steroid metabolism,http://vmh.uni.lu/_api/reactions/108/?format=pcsv
5ADTSTSTERONEte,,,3A0000000,5 alpha dihydrotesterone transport,,5adtststerone[e] <=> 5adtststerone[c] ,,,2016-11-30T10:22:59Z,1,,"specific mechanism not known, proton dependence for trans-mit transport has been suggested, however directionality and stoichiometry has not yet been elucidated. see PMID: 12770731 and others NJ",,,1,109,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/109/?format=pcsv
5ADTSTSTERONEtr,,,3A0000000,5 alpha dihydrotesterone intracellular transport,,5adtststerone[r] <=> 5adtststerone[c] ,,,2016-11-30T10:22:59Z,2,,"specific mechanism not known, proton dependence for trans-mit transport has been suggested, however directionality and stoichiometry has not yet been elucidated. see PMID: 12770731 and others NJ",,,1,110,"Transport, endoplasmic reticular",http://vmh.uni.lu/_api/reactions/110/?format=pcsv
5AOPtm,,,3A0000134,5-Aminolevulinate mitochondrial transport,,5aop[c] <=> 5aop[m] ,,,2016-11-30T10:22:59Z,2,,NCD. Delta-aminolevulinic acid is produced in mitochondria then converted to PBG in the cytoplasm.  Could not find anything on the transporter itself.,,PMID:10558864,1,111,Heme synthesis,http://vmh.uni.lu/_api/reactions/111/?format=pcsv
5DHFtl,,,3A0000000,"5-glutamyl-DHF transport, lysosomal",,5dhf[c] -> 5dhf[l] ,,,2016-11-30T10:22:59Z,2,,carrier-mediated transport - but which and how is unknown IT,,PMID:11375437,0,112,"Transport, lysosomal",http://vmh.uni.lu/_api/reactions/112/?format=pcsv
5FTHFt2,,,3A0000269,5-formyltetrahydrofolate transport via anion exchange,,h2o[c] + 5fthf[e] <=> h2o[e] + 5fthf[c] ,,,2016-11-30T10:22:59Z,4,,IT,,"PMID:11375437,PMID:14770311",1,113,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/113/?format=pcsv
5HLTDL,,,3A0000269,5-Hydroxy-L-tryptophan decarboxy-lyase,4.1.1.28,h[c] + 5htrp[c] -> co2[c] + srtn[c] ,,,2016-11-30T10:22:59Z,4,,SAB,,PMID:1540578,0,114,Tryptophan metabolism,http://vmh.uni.lu/_api/reactions/114/?format=pcsv
5HOMEPRAZOLEte,,,3A0000000,xenobiotic transport,,5homeprazole[e] <=> 5homeprazole[c] ,,,2016-11-30T10:22:59Z,2,,"unknown mechanism, related cyp P450 metabolism reactions NJ",,,1,115,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/115/?format=pcsv
5HOXINDACTO2OX,,,3A0000304,5-Hydroxyindoleacetaldehyde:oxygen oxidoreductase,1.2.3.1,h2o[c] + o2[c] + 5hoxindact[c] -> h2o2[c] + h[c] + 5hoxindoa[c] ,,,2016-11-30T10:22:59Z,2,,"SAB questionable--balanced, but h2o2 production is based on an obscure comment in entrez",,PMID:11306106,0,116,Tryptophan metabolism,http://vmh.uni.lu/_api/reactions/116/?format=pcsv
5HOXINDACTOXm,,,3A0000304,5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase (mito),1.5.1.12,h2o[m] + nad[m] + 5hoxindact[m] -> 2.0 h[m] + nadh[m] + 5hoxindoa[m] ,,,2016-11-30T10:22:59Z,2,,SAB,,PMID:11306106,0,117,Tryptophan metabolism,http://vmh.uni.lu/_api/reactions/117/?format=pcsv
5HOXINOXDA,,,3A0000269,5-Hydroxytryptamine:oxygen oxidoreductase(deaminating)(flavin-containing),1.4.3.4,h2o[c] + o2[c] + srtn[c] -> h2o2[c] + nh4[c] + 5hoxindact[c] ,,,2016-11-30T10:22:59Z,4,,SAB,,"PMID:11134050,PMID:15035803,PMID:8920635,PMID:9653080",0,118,Tryptophan metabolism,http://vmh.uni.lu/_api/reactions/118/?format=pcsv
5HTRPDOX,,,3A0000134,"5-Hydroxy-L-tryptophan:oxygen 2,3-dioxygenase (indole-decyclizing)",1.13.11.52,o2[c] + 5htrp[c] -> 5hoxnfkyn[c] ,,,2016-11-30T10:22:59Z,1,,"SAB. The E.C. number 1.13.11.42 has been deleted in 2006. Instead, replaced with E.C. 1.13.11.11 - tryptophan 2,3-dioxygenase. However, E.C. 1.13.11.11 is for the reaction L-tryptophan + O2 = N-formyl-L-kynurenine. For the reaction 5-Hydroxy-L-tryptophan (Cytosol) + O2 (Cytosol) &lt;=&gt; 5-Hydroxy-N-formylkynurenine, E.C. should be 1.13.11.52. Conclusion: Change E.C. to 1.13.11.52 (source: KEGG).",,PMID:10564724,0,119,Tryptophan metabolism,http://vmh.uni.lu/_api/reactions/119/?format=pcsv
5HTRPVESSEC,,,3A0000269,5-hydroxy-L-tryptophan secretion via secretory vesicle (ATP driven),,h2o[c] + atp[c] + 5htrp[c] -> h[c] + adp[c] + pi[c] + 5htrp[e] ,,,2016-11-30T10:22:59Z,4,,SAB This reaction represents the ATP driven secretion of 5htrp from the cell.  It leaves out the vesicle because that is not a compartment.  ATP:H ratio is assumed as 1:3 for vacuolar ATPase and substrate:h ratio is 1:2.  This gives a 3:2 ratio for substrate:ATP,,"PMID:12827358,PMID:15383652",0,120,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/120/?format=pcsv
5HXKYNDCL,,,3A0000212,5-Hydroxykynurenamine decarboxy-lyase,4.1.1.28,h[c] + 5hxkyn[c] -> co2[c] + 5hxkynam[c] ,,,2016-11-30T10:22:59Z,1,,SAB,,,0,121,Tryptophan metabolism,http://vmh.uni.lu/_api/reactions/121/?format=pcsv
5HXKYNOXDA,,,3A0000212,5-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing),1.4.3.4,o2[c] + 5hxkynam[c] -> h2o2[c] + nh4[c] + 46dhoxquin[c] ,,,2016-11-30T10:22:59Z,1,,SAB,,"PMID:15035803,PMID:8920635,PMID:9653080",0,122,Tryptophan metabolism,http://vmh.uni.lu/_api/reactions/122/?format=pcsv
5MTHFt,,,3A0000269,5-Methyltetrahydrofolate transport via receptor binding and protolysis,,5mthf[e] <=> 5mthf[c] ,,,2016-11-30T10:22:59Z,4,,IT,,PMID:15094208,1,123,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/123/?format=pcsv
5MTHFt2,,,3A0000269,5-methyltetrahydrofolate transport via anion exchange,,h2o[c] + 5mthf[e] <=> h2o[e] + 5mthf[c] ,,,2016-11-30T10:22:59Z,4,,IT,,"PMID:11375437,PMID:14770311",1,124,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/124/?format=pcsv
5THFtl,,,3A0000000,"5-glutamyl-THF transport, lysosomal",,5thf[c] -> 5thf[l] ,,,2016-11-30T10:22:59Z,2,,carrier-mediated transport - but which and how is unknown IT,,PMID:11375437,0,125,"Transport, lysosomal",http://vmh.uni.lu/_api/reactions/125/?format=pcsv
5THFtm,,,3A0000000,"5-glutamyl-THF transport,m mitochondrial",,5thf[m] -> 5thf[c] ,,,2016-11-30T10:22:59Z,2,,unknown mechanism. IT,,PMID:11375437,0,126,"Transport, mitochondrial",http://vmh.uni.lu/_api/reactions/126/?format=pcsv
6DHFtl,,,3A0000000,"6-glutamyl-DHF transport, lysosomal",,6dhf[c] -> 6dhf[l] ,,,2016-11-30T10:22:59Z,2,,carrier-mediated transport - but which and how is unknown IT,,PMID:11375437,0,127,"Transport, lysosomal",http://vmh.uni.lu/_api/reactions/127/?format=pcsv
6DHFtm,,,3A0000000,"6-glutamyl-DHF transport,m mitochondrial",,6dhf[m] -> 6dhf[c] ,,,2016-11-30T10:22:59Z,2,,unknown mechanism. IT,,PMID:11375437,0,128,"Transport, mitochondrial",http://vmh.uni.lu/_api/reactions/128/?format=pcsv
6HTSTSTERONEte,,,3A0000000,hydroxylated testosterone transport,,6htststerone[c] <=> 6htststerone[e] ,,,2016-11-30T10:22:59Z,2,,"unknown mechanism, inactivated testosterone needs to be exported NJ",,,1,129,"Transport, extracellular",http://vmh.uni.lu/_api/reactions/129/?format=pcsv
6HTSTSTERONEtr,,,3A0000000,hydroxylated testosterone transport,,6htststerone[c] <=> 6htststerone[r] ,,,2016-11-30T10:22:59Z,2,,"unknown mechanism, inactivated testosterone transport to get out of cell NJ",,,1,130,"Transport, endoplasmic reticular",http://vmh.uni.lu/_api/reactions/130/?format=pcsv
6THFtl,,,3A0000000,"6-glutamyl-THF transport, lysosomal",,6thf[c] -> 6thf[l] ,,,2016-11-30T10:22:59Z,2,,carrier-mediated transport - but which and how is unknown IT,,PMID:11375437,0,131,"Transport, lysosomal",http://vmh.uni.lu/_api/reactions/131/?format=pcsv
6THFtm,,,3A0000000,"6-glutamyl-THF transport,m mitochondrial",,6thf[m] -> 6thf[c] ,,,2016-11-30T10:22:59Z,2,,unknown mechanism. IT,,PMID:11375437,0,132,"Transport, mitochondrial",http://vmh.uni.lu/_api/reactions/132/?format=pcsv
7DHCHSTEROLtr,,,3A0000000,cholesterol precursor intracellular transport,,7dhchsterol[r] <=> 7dhchsterol[c] ,,,2016-11-30T10:22:59Z,2,,"specific mechanism not known, proton dependence for trans-mit transport has been suggested, however directionality and stoichiometry has not yet been elucidated. see PMID: 12770731 and others NJ",,,1,133,"Transport, endoplasmic reticular",http://vmh.uni.lu/_api/reactions/133/?format=pcsv
7DHFtl,,,3A0000000,"7-glutamyl-DHF transport, lysosomal",,7dhf[c] -> 7dhf[l] ,,,2016-11-30T10:22:59Z,2,,carrier-mediated transport - but which and how is unknown IT,,PMID:11375437,0,134,"Transport, lysosomal",http://vmh.uni.lu/_api/reactions/134/?format=pcsv
7DHFtm,,,3A0000000,"7-glutamyl-DHF transport,m mitochondrial",,7dhf[m] -> 7dhf[c] ,,,2016-11-30T10:22:59Z,2,,unknown mechanism. IT,,PMID:11375437,0,135,"Transport, mitochondrial",http://vmh.uni.lu/_api/reactions/135/?format=pcsv
7THFtl,,,3A0000000,"7-glutamyl-THF transport, lysosomal",,7thf[c] -> 7thf[l] ,,,2016-11-30T10:22:59Z,2,,carrier-mediated transport - but which and how is unknown IT,,PMID:11375437,0,136,"Transport, lysosomal",http://vmh.uni.lu/_api/reactions/136/?format=pcsv
7THFtm,,,3A0000000,"7-glutamyl-THF transport,m mitochondrial",,7thf[m] -> 7thf[c] ,,,2016-11-30T10:22:59Z,2,,unknown mechanism. IT,,PMID:11375437,0,137,"Transport, mitochondrial",http://vmh.uni.lu/_api/reactions/137/?format=pcsv
A_MANASE,,,3A0000000,alpha-mannosidase,3.2.1.24,2.0 h2o[c] + m2mn[c] -> 2.0 man[c] + mn[c] ,,,2016-11-30T10:22:59Z,0,,NCD,,,0,138,N-glycan degradation,http://vmh.uni.lu/_api/reactions/138/?format=pcsv
A_MANASEly,,,3A0000000,"alpha-mannosidase, lysosomal",3.2.1.24,2.0 h2o[l] + m2mn[l] -> 2.0 man[l] + mn[l] ,,,2016-11-30T10:22:59Z,0,,NCD,A_MANASEly,PMID:8910458,0,139,N-glycan degradation,http://vmh.uni.lu/_api/reactions/139/?format=pcsv
A4GALTc,,,3A0000269,Lactosylceramide 4-alpha-galactosyltransferase,2.4.1.228,galgluside_hs[c] + udpgal[c] -> h[c] + thcrm_hs[c] + udp[c] ,,,2016-11-30T10:22:59Z,4,,EC: 2.4.1.228 NJ,A4GALTc,PMID:10748143,0,140,Sphingolipid metabolism,http://vmh.uni.lu/_api/reactions/140/?format=pcsv
A4GALTg,,,3A0000269,Lactosylceramide 4-alpha-galactosyltransferase,2.4.1.228,galgluside_hs[g] + udpgal[g] -> h[g] + thcrm_hs[g] + udp[g] ,,,2016-11-30T10:22:59Z,4,,EC: 2.4.1.228 NJ,A4GALTg,"PMID:10747952,PMID:10748143",0,141,Sphingolipid metabolism,http://vmh.uni.lu/_api/reactions/141/?format=pcsv
A4GNT1g,,,3A0000000,"alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus",,T_antigen[g] + uacgam[g] -> h[g] + udp[g] + gncore1[g] ,,,2016-11-30T10:22:59Z,0,,EC 2.4.1.- NCD,A4GNT1g,PMID:10430883,0,142,O-glycan synthesis,http://vmh.uni.lu/_api/reactions/142/?format=pcsv
A4GNT2g,,,3A0000000,"alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus",,uacgam[g] + core2[g] -> h[g] + udp[g] + gncore2[g] ,,,2016-11-30T10:22:59Z,0,,EC 2.4.1.- NCD,A4GNT2g,PMID:10430883,0,143,O-glycan synthesis,http://vmh.uni.lu/_api/reactions/143/?format=pcsv
AACOAT,,COG0365,3A0000269,Acetoacetyl-CoA:acetate CoA-transferase,6.2.1.16,atp[c] + coa[c] + acac[c] -> aacoa[c] + amp[c] + ppi[c] ,R01357,K01907,2016-11-30T10:22:59Z,4,,also EC 2.8.3.8 NCD,AACOAT,PMID:12623130,0,144,Propanoate metabolism,http://vmh.uni.lu/_api/reactions/144/?format=pcsv
AACTOOR,,COG1231 COG3733,3A0000269,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),1.4.3.4,h2o[c] + o2[c] + aact[c] -> h2o2[c] + nh4[c] + mthgxl[c] ,R02529,K00276,2016-11-30T10:22:59Z,4,,,AACTOOR,"PMID:10328770,PMID:12878330",0,145,"Glycine, serine, alanine and threonine metabolism",http://vmh.uni.lu/_api/reactions/145/?format=pcsv
AACTtm,,,3A0000000,Aminoacetone transport (mitochondrial),,aact[m] -> aact[c] ,,,2016-11-30T10:22:59Z,1,,MM,AACTtm,,0,146,"Transport, mitochondrial",http://vmh.uni.lu/_api/reactions/146/?format=pcsv
AASAD3m,,,3A0000000,"L-aminoadipate-semialdehyde dehydrogenase (NADH), mitochondrial",,h2o[m] + nad[m] + L2aadp6sa[m] -> 2.0 h[m] + nadh[m] + L2aadp[m] ,,,2016-11-30T10:22:59Z,2,,"MM. Found under reaction synonym name: 2-aminoadipic 6-semialdehyde dehydrogenase; Evidence was from mouse with identification of good human ortholog for U26 in the mouse that catalyzes this reaction.  There was NOT evidence here specific to mitochondria, though.  (Nathan Price)",AASAD3m,PMID:15865210,0,147,Lysine metabolism,http://vmh.uni.lu/_api/reactions/147/?format=pcsv
AATAi,,,3A0000269,"2-aminoadipate transaminase, irreversible",2.6.1.39,L2aadp[c] + akg[c] <=> 2oxoadp[c] + glu_L[c] ,,,2016-11-30T10:22:59Z,4,,MM,,PMID:12126930,1,148,Lysine metabolism,http://vmh.uni.lu/_api/reactions/148/?format=pcsv
ABO1g,,,3A0000269,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",,fucgalacglcgalgluside_hs[g] + udpacgal[g] -> h[g] + udp[g] + acgalfucgalacglcgalgluside_hs[g] ,,,2016-11-30T10:22:59Z,4,,NJ,ABO1g,"PMID:11421346,PMID:12198488,PMID:2121736",0,149,Blood group synthesis,http://vmh.uni.lu/_api/reactions/149/?format=pcsv
ABO2g,,,3A0000269,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",,udpgal[g] + fucgalacglcgalgluside_hs[g] -> h[g] + udp[g] + galfucgalacglcgalgluside_hs[g] ,,,2016-11-30T10:22:59Z,4,,NJ,ABO2g,"PMID:11421346,PMID:12198488,PMID:2121736",0,150,Blood group synthesis,http://vmh.uni.lu/_api/reactions/150/?format=pcsv
ABO3g,,,3A0000269,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",,udpgal[g] + fuc12gal14acglcgalgluside_hs[g] -> h[g] + udp[g] + galfuc12gal14acglcgalgluside_hs[g] ,,,2016-11-30T10:22:59Z,4,,NJ,ABO3g,"PMID:11421346,PMID:12198488,PMID:2121736",0,151,Blood group synthesis,http://vmh.uni.lu/_api/reactions/151/?format=pcsv
ABO4g,,,3A0000269,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",,udpacgal[g] + fuc12gal14acglcgalgluside_hs[g] -> h[g] + udp[g] + acgalfuc12gal14acglcgalgluside_hs[g] ,,,2016-11-30T10:22:59Z,4,,NJ,ABO4g,"PMID:11421346,PMID:12198488,PMID:2121736",0,152,Blood group synthesis,http://vmh.uni.lu/_api/reactions/152/?format=pcsv
ABO5g,,,3A0000269,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",,udpacgal[g] + fucgalacgalfuc12gal14acglcgalgluside_hs[g] -> h[g] + udp[g] + acgalfucgalacgalfuc12gal14acglcgalgluside_hs[g] ,,,2016-11-30T10:22:59Z,4,,NJ,ABO5g,"PMID:11421346,PMID:12198488,PMID:2121736",0,153,Blood group synthesis,http://vmh.uni.lu/_api/reactions/153/?format=pcsv
ABO6g,,,3A0000269,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",,udpacgal[g] + fucgalacglcgal14acglcgalgluside_hs[g] -> h[g] + udp[g] + acgalfucgalacglcgal14acglcgalgluside_hs[g] ,,,2016-11-30T10:22:59Z,4,,NJ,ABO6g,"PMID:11421346,PMID:12198488,PMID:2121736",0,154,Blood group synthesis,http://vmh.uni.lu/_api/reactions/154/?format=pcsv
ABO7g,,,3A0000269,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",,udpacgal[g] + fucgalacgalfucgalacglcgal14acglcgalgluside_hs[g] -> h[g] + udp[g] + acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[g] ,,,2016-11-30T10:22:59Z,4,,NJ,ABO7g,"PMID:11421346,PMID:12198488,PMID:2121736",0,155,Blood group synthesis,http://vmh.uni.lu/_api/reactions/155/?format=pcsv
