rxn	name	ec	pathway	pathway.name	subsystem	gapseq
AGMATINE-DEIMINASE-RXN	agmatine deiminase	3.5.3.12	|ARGDEG-III-PWY|	L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	rxn01029
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN	N-carbamoylputrescine amidohydrolase	3.5.1.53	|ARGDEG-III-PWY|	L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	rxn00853
ARG-OXIDATION-RXN	L-arginine oxidase	1.4.3.25	|ARGDEG-IV-PWY|	L-arginine degradation VIII (arginine oxidase pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	""
GUANIDINOBUTYRASE-RXN	guanidinobutyrase	3.5.3.7	|ARGDEG-IV-PWY|	L-arginine degradation VIII (arginine oxidase pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	rxn01462
1.2.1.54-RXN	4-guanidinobutyraldehyde dehydrogenase	1.2.1.54	|ARGDEG-IV-PWY|	L-arginine degradation VIII (arginine oxidase pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	rxn02273
4.1.1.75-RXN	2-oxoarginine decarboxylase	4.1.1.75	|ARGDEG-IV-PWY|	L-arginine degradation VIII (arginine oxidase pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	rxn02274
GUANIDINOBUTANAMIDE-NH3-RXN	guanidinobutyramidase	3.5.1.4	|ARGDEG-V-PWY|	L-arginine degradation X (arginine monooxygenase pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	rxn00231 rxn01843 rxn02222 rxn02275 rxn03839 rxn03869 rxn06522 rxn19150 rxn32389 rxn33770 rxn38038 rxn38279
GUANIDINOBUTYRASE-RXN	guanidinobutyrase	3.5.3.7	|ARGDEG-V-PWY|	L-arginine degradation X (arginine monooxygenase pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	rxn01462
ARGININE-2-MONOOXYGENASE-RXN	arginine 2-monooxygenase	1.13.12.1	|ARGDEG-V-PWY|	L-arginine degradation X (arginine monooxygenase pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	rxn00401
ARGINASE-RXN	arginase	3.5.3.1	|ARG-GLU-PWY|	L-arginine degradation VII (arginase 3 pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	rxn00394 rxn23849
ORNITHINE-CYCLODEAMINASE-RXN	ornithine cyclodeaminase	4.3.1.12	|ARG-GLU-PWY|	L-arginine degradation VII (arginase 3 pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	rxn00471 rxn20495
GLUTAMATE-DEHYDROGENASE-NADP+-RXN	glutamate dehydrogenase	1.4.1.3	|ARGININE-SYN4-PWY|	L-ornithine biosynthesis II	Biosynthesis,Amino-Acid-Biosynthesis,Other-Amino-Acid-Biosynthesis,L-Ornithine-Biosynthesis	rxn00182 rxn00184 rxn19826 rxn27885 rxn27886 rxn33943
ORNITHINE-GLU-AMINOTRANSFERASE-RXN	Ornithine--oxo-glutarate aminotransferase	2.6.1.13	|ARGININE-SYN4-PWY|	L-ornithine biosynthesis II	Biosynthesis,Amino-Acid-Biosynthesis,Other-Amino-Acid-Biosynthesis,L-Ornithine-Biosynthesis	rxn00467 rxn00468 rxn05981 rxn15055 rxn20494 rxn29001 rxn38905 rxn38906 rxn38907 rxn38908
GLUTKIN-RXN	glutamate 5-kinase	2.7.2.11	|ARGININE-SYN4-PWY|	L-ornithine biosynthesis II	Biosynthesis,Amino-Acid-Biosynthesis,Other-Amino-Acid-Biosynthesis,L-Ornithine-Biosynthesis	rxn00179 rxn33944
GLUTSEMIALDEHYDROG-RXN	glutamate-5-semialdehyde dehydrogenase	1.2.1.41	|ARGININE-SYN4-PWY|	L-ornithine biosynthesis II	Biosynthesis,Amino-Acid-Biosynthesis,Other-Amino-Acid-Biosynthesis,L-Ornithine-Biosynthesis	rxn02373 rxn02990 rxn32479 rxn33945
PYRROLINECARBREDUCT-RXN	pyrroline-5-carboxylate reductase	1.5.1.2	|ARG-PRO-PWY|	L-arginine degradation VI (arginase 2 pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	rxn00929 rxn00931 rxn02356 rxn02358 rxn13741 rxn20650 rxn28110 rxn31762 rxn32054 rxn33946
ORNITHINE-GLU-AMINOTRANSFERASE-RXN	Ornithine--oxo-glutarate aminotransferase	2.6.1.13	|ARG-PRO-PWY|	L-arginine degradation VI (arginase 2 pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	rxn00467 rxn00468 rxn05981 rxn15055 rxn20494 rxn29001 rxn38905 rxn38906 rxn38907 rxn38908
ARGINASE-RXN	arginase	3.5.3.1	|ARG-PRO-PWY|	L-arginine degradation VI (arginase 2 pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	rxn00394 rxn23849
SPONTPRO-RXN	SPONTPRO-RXN	""	|ARG-PRO-PWY|	L-arginine degradation VI (arginase 2 pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	rxn02374
SPERMINE-SYNTHASE-RXN	spermine synthase	2.5.1.22	|ARGSPECAT-PWY|	spermine biosynthesis	Biosynthesis,Polyamine-Biosynthesis	rxn02061
SAMDECARB-RXN	S-adenosylmethionine decarboxylase	4.1.1.50	|ARGSPECAT-PWY|	spermine biosynthesis	Biosynthesis,Polyamine-Biosynthesis	rxn00127
ARGSUCCINSYN-RXN	arginosuccinate synthetase	6.3.4.5	|ARGSYNBSUB-PWY|	L-arginine biosynthesis II (acetyl cycle)	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,ARGININE-SYN	rxn01434 rxn20795 rxn29991 rxn33988
ARGSUCCINLYA-RXN	argininosuccinase	4.3.2.1	|ARGSYNBSUB-PWY|	L-arginine biosynthesis II (acetyl cycle)	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,ARGININE-SYN	rxn00802 rxn23778 rxn29990 rxn33989
ORNCARBAMTRANSFER-RXN	ornithine carbamoyltransferase	2.1.3.3	|ARGSYNBSUB-PWY|	L-arginine biosynthesis II (acetyl cycle)	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,ARGININE-SYN	rxn01019 rxn25283 rxn30043 rxn33987
ACETYLORNTRANSAM-RXN	acetylornithine aminotransferase	2.6.1.11/2.6.1.69	|ARGSYNBSUB-PWY|	L-arginine biosynthesis II (acetyl cycle)	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,ARGININE-SYN	rxn01637 rxn30059 rxn33986 rxn33990
N-ACETYLGLUTPREDUCT-RXN	N-acetylglutamylphosphate reductase	1.2.1.38	|ARGSYNBSUB-PWY|	L-arginine biosynthesis II (acetyl cycle)	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,ARGININE-SYN	rxn02465 rxn33986 rxn33990
ACETYLGLUTKIN-RXN	acetylglutamate kinase	2.7.2.8	|ARGSYNBSUB-PWY|	L-arginine biosynthesis II (acetyl cycle)	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,ARGININE-SYN	rxn01917 rxn33986 rxn33990
GLUTAMATE-N-ACETYLTRANSFERASE-RXN	acetylornithine acetyltransferase	2.3.1.35	|ARGSYNBSUB-PWY|	L-arginine biosynthesis II (acetyl cycle)	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,ARGININE-SYN	rxn01636
CARBPSYN-RXN	carbamoyl-phosphate synthetase	6.3.5.5/2.7.2.9	|ARGSYNBSUB-PWY|	L-arginine biosynthesis II (acetyl cycle)	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,ARGININE-SYN	rxn00189 rxn00414 rxn07456 rxn31726 rxn33987 rxn34026
N-ACETYLTRANSFER-RXN	acetylglutamate synthase	2.3.1.1	|ARGSYNBSUB-PWY|	L-arginine biosynthesis II (acetyl cycle)	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,ARGININE-SYN	rxn00192 rxn33986
ASNSYNB-RXN	L-aspartate:L-glutamine amido-ligase (AMP-forming)	6.3.5.4	|ASPARAGINE-BIOSYNTHESIS|	L-asparagine biosynthesis I	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,ASPARAGINE-SYN	rxn00189 rxn00340 rxn00416 rxn33951
ASPARAGHYD-RXN	L-asparaginase	3.5.1.38/3.5.1.1	|ASPARAGINE-DEG1-PWY-1|	L-asparagine degradation III (mammalian)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ASPARAGINE-DEG	rxn00342 rxn29950 rxn33950
3.5.1.26-RXN	L-asparaginase	3.5.1.26/3.5.1.37	|ASPARAGINE-DEG1-PWY-1|	L-asparagine degradation III (mammalian)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ASPARAGINE-DEG	rxn02452
ASPAMINOTRANS-RXN	aspartate aminotransferase	2.6.1.1	|ASPARAGINE-DEG1-PWY-1|	L-asparagine degradation III (mammalian)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ASPARAGINE-DEG	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948
ASPARAGHYD-RXN	asparaginase	3.5.1.38/3.5.1.1	|ASPARAGINE-DEG1-PWY|	L-asparagine degradation I	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ASPARAGINE-DEG	rxn00342 rxn29950 rxn33950
ASNSYNA-RXN	L-aspartate:ammonia ligase (AMP-forming)	6.3.1.1	|ASPARAGINESYN-PWY|	L-asparagine biosynthesis II	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,ASPARAGINE-SYN	rxn00340 rxn29993
ASPAMINOTRANS-RXN	aspartate aminotransferase	2.6.1.1	|ASPARTATE-DEG1-PWY|	L-aspartate degradation I	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ASPARTATE-DEG	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948
ASPAMINOTRANS-RXN	aspartate transaminase	2.6.1.1	|ASPARTATESYN-PWY|	L-aspartate biosynthesis	Biosynthesis,Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,ASPARTATE-SYN	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948
L-3-CYANOALANINE-SYNTHASE-RXN	beta-cyanoalanine synthase	4.4.1.9	|ASPSYNII-PWY|	cyanide detoxification I	Detoxification,Cyanide-Detoxification	rxn02041 rxn02516 rxn15370 rxn19997 rxn31670
3-CYANOALANINE-HYDRATASE-RXN	beta-cyano-L-alanine hydratase	4.2.1.65	|ASPSYNII-PWY|	cyanide detoxification I	Detoxification,Cyanide-Detoxification	rxn00937 rxn32243
3.5.5.4-RXN	beta-cyano-L-alanine nitrilase	3.5.5.4	|ASPSYNII-PWY|	cyanide detoxification I	Detoxification,Cyanide-Detoxification	rxn00343 rxn30587
ARGININE-N-SUCCINYLTRANSFERASE-RXN	arginine N-succinyltransferase	2.3.1.109	|AST-PWY|	L-arginine degradation II (AST pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	rxn00601 rxn24306
SUCCARGDIHYDRO-RXN	N-succinylarginine dihydrolase	3.5.3.23	|AST-PWY|	L-arginine degradation II (AST pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	rxn02927
SUCCORNTRANSAM-RXN	succinylornithine transaminase	2.6.1.81	|AST-PWY|	L-arginine degradation II (AST pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	rxn02944
SUCCGLUALDDEHYD-RXN	succinylglutamate semialdehyde dehydrogenase	1.2.1.71	|AST-PWY|	L-arginine degradation II (AST pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	rxn03422
SUCCGLUDESUCC-RXN	succinylglutamate desuccinylase	3.5.1.96	|AST-PWY|	L-arginine degradation II (AST pathway)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,ARGININE-DEG	rxn00291
RXN-2901	beta-alanine aminotransferase	""	|BETA-ALA-DEGRADATION-I-PWY|	&beta;-alanine degradation I	Degradation,Amino-Acid-Degradation,MISCELLANEOUS-DEG,Beta-Alanine-Degradation	""
RXN-2902	malonate semialdehyde dehydrogenase	1.2.1.18	|BETA-ALA-DEGRADATION-I-PWY|	&beta;-alanine degradation I	Degradation,Amino-Acid-Degradation,MISCELLANEOUS-DEG,Beta-Alanine-Degradation	rxn00501 rxn00502 rxn00532 rxn23817 rxn25951 rxn37807
CHD-RXN	choline dehydrogenase	1.1.99.1	|BETSYN-PWY|	glycine betaine biosynthesis I (Gram-negative bacteria)	Polyamine-Biosynthesis,Biosynthesis,Metabolic-Regulators,Organic-solutes-Biosynthesis,Betaine-Biosynthesis	rxn05921 rxn11931 rxn11935 rxn19288
BADH-RXN	betaine aldehyde dehydrogenase	1.2.1.8	|BETSYN-PWY|	glycine betaine biosynthesis I (Gram-negative bacteria)	Polyamine-Biosynthesis,Biosynthesis,Metabolic-Regulators,Organic-solutes-Biosynthesis,Betaine-Biosynthesis	rxn01867 rxn01868
BETAGALACTOSID-RXN	lactose galactohydrolase	3.2.1.108	|BGALACT-PWY|	lactose degradation III	Degradation,Carbohydrates-Degradation,Sugars-And-Polysaccharides-Degradation,LACTOSE-DEG	rxn00816 rxn07039 rxn15136 rxn15230 rxn15582 rxn15588 rxn35560
SPERMIDINESYN-RXN	spermidine synthase	2.5.1.16	|BSUBPOLYAMSYN-PWY|	spermidine biosynthesis I	Biosynthesis,Polyamine-Biosynthesis,Spermidine-Biosynthesis	rxn01406 rxn02061 rxn12049
SAMDECARB-RXN	S-adenosylmethionine decarboxylase	4.1.1.50	|BSUBPOLYAMSYN-PWY|	spermidine biosynthesis I	Biosynthesis,Polyamine-Biosynthesis,Spermidine-Biosynthesis	rxn00127
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	ribulose bisphosphate carboxylase	4.1.1.39	|CALVIN-PWY|	Calvin-Benson-Bassham cycle	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,Degradation,C1-COMPOUNDS,CO2-Fixation,Autotrophic-CO2-Fixation	rxn00018 rxn02251 rxn20788 rxn33875 rxn38286
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3	|CALVIN-PWY|	Calvin-Benson-Bassham cycle	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,Degradation,C1-COMPOUNDS,CO2-Fixation,Autotrophic-CO2-Fixation	rxn01100 rxn32521 rxn33845
1.2.1.13-RXN	glyceraldehyde-3-phosphate dehydrogenase	1.2.1.13	|CALVIN-PWY|	Calvin-Benson-Bassham cycle	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,Degradation,C1-COMPOUNDS,CO2-Fixation,Autotrophic-CO2-Fixation	rxn00782 rxn30562 rxn33574 rxn33876
TRIOSEPISOMERIZATION-RXN	triosephosphate isomerase	5.3.1.1	|CALVIN-PWY|	Calvin-Benson-Bassham cycle	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,Degradation,C1-COMPOUNDS,CO2-Fixation,Autotrophic-CO2-Fixation	rxn00747
F16ALDOLASE-RXN	fructose-bisphosphate aldolase	4.1.2.13/4.1.2.7	|CALVIN-PWY|	Calvin-Benson-Bassham cycle	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,Degradation,C1-COMPOUNDS,CO2-Fixation,Autotrophic-CO2-Fixation	rxn00786 rxn01334 rxn01870 rxn15116 rxn28981 rxn31335 rxn33841 rxn33866
SEDOBISALDOL-RXN	sedoheptulose-1,7-bisphosphate aldolase	4.1.2.13/4.1.2.7	|CALVIN-PWY|	Calvin-Benson-Bassham cycle	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,Degradation,C1-COMPOUNDS,CO2-Fixation,Autotrophic-CO2-Fixation	rxn00786 rxn01334 rxn01870 rxn15116 rxn28981 rxn31335 rxn33841 rxn33866
F16BDEPHOS-RXN	fructose 1,6-bisphosphatase	3.1.3.11	|CALVIN-PWY|	Calvin-Benson-Bassham cycle	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,Degradation,C1-COMPOUNDS,CO2-Fixation,Autotrophic-CO2-Fixation	rxn00549 rxn15494 rxn33589 rxn33840
1TRANSKETO-RXN	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycoaldehyde transferase	2.2.1.1	|CALVIN-PWY|	Calvin-Benson-Bassham cycle	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,Degradation,C1-COMPOUNDS,CO2-Fixation,Autotrophic-CO2-Fixation	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865
2TRANSKETO-RXN	D-fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehydetransferase	2.2.1.1	|CALVIN-PWY|	Calvin-Benson-Bassham cycle	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,Degradation,C1-COMPOUNDS,CO2-Fixation,Autotrophic-CO2-Fixation	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865
SEDOHEPTULOSE-BISPHOSPHATASE-RXN	sedoheptulose bisphosphatase	3.1.3.37	|CALVIN-PWY|	Calvin-Benson-Bassham cycle	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,Degradation,C1-COMPOUNDS,CO2-Fixation,Autotrophic-CO2-Fixation	rxn01345 rxn33873 rxn33874
RIBULP3EPIM-RXN	pentose-5-phosphate 3-epimerase	5.1.3.1	|CALVIN-PWY|	Calvin-Benson-Bassham cycle	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,Degradation,C1-COMPOUNDS,CO2-Fixation,Autotrophic-CO2-Fixation	rxn01116 rxn33862
PHOSPHORIBULOKINASE-RXN	phosphoribulokinase	2.7.1.19	|CALVIN-PWY|	Calvin-Benson-Bassham cycle	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,Degradation,C1-COMPOUNDS,CO2-Fixation,Autotrophic-CO2-Fixation	rxn01111 rxn33877 rxn38263
RIB5PISOM-RXN	ribose 5-phosphate isomerase	5.3.1.6	|CALVIN-PWY|	Calvin-Benson-Bassham cycle	Biosynthesis,Carbohydrates-Biosynthesis,CARBO-BIOSYNTHESIS,Degradation,C1-COMPOUNDS,CO2-Fixation,Autotrophic-CO2-Fixation	rxn00777 rxn15114 rxn33860 rxn33861
RXN-8275	dihydrocamalexic acid decarboxylase	1.14.19.52	|CAMALEXIN-SYN|	camalexin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Toxin-Biosynthesis,PHYTOALEXIN-SYN,INDOLE-PHYTOALEXIN-SYN	""
RXN-11663	indole-3-acetonitrile glutathione transferase	2.5.1.18	|CAMALEXIN-SYN|	camalexin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Toxin-Biosynthesis,PHYTOALEXIN-SYN,INDOLE-PHYTOALEXIN-SYN	rxn04809 rxn04810 rxn04811 rxn04830 rxn04831 rxn04832 rxn04833 rxn04872 rxn04873 rxn04886 rxn04887 rxn04894 rxn04895 rxn04896 rxn04897 rxn04903 rxn04916 rxn04919 rxn06401 rxn07181 rxn11808 rxn12154 rxn12155 rxn15652 rxn16246 rxn19876 rxn19877 rxn28898 rxn31674 rxn37744
RXN-11664	indole-3-acetonitrile-glutatione conjugate gamma-glutamyl peptidase	3.4.19.16	|CAMALEXIN-SYN|	camalexin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Toxin-Biosynthesis,PHYTOALEXIN-SYN,INDOLE-PHYTOALEXIN-SYN	""
RXN-11665	RXN-11665	3.4.13.23	|CAMALEXIN-SYN|	camalexin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Toxin-Biosynthesis,PHYTOALEXIN-SYN,INDOLE-PHYTOALEXIN-SYN	""
RXN-11666	dihydrocamalexate synthase	1.14.19.52	|CAMALEXIN-SYN|	camalexin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Toxin-Biosynthesis,PHYTOALEXIN-SYN,INDOLE-PHYTOALEXIN-SYN	""
RXN-12061	L-tryptophan N-monooxygenase	1.14.14.156/1.14.13.125	|CAMALEXIN-SYN|	camalexin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Toxin-Biosynthesis,PHYTOALEXIN-SYN,INDOLE-PHYTOALEXIN-SYN	rxn14002 rxn16426 rxn16427 rxn16428
RXN-12062	N-hydroxy-L-tryptophan N-monooxygenase	1.14.14.156/1.14.13.125	|CAMALEXIN-SYN|	camalexin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Toxin-Biosynthesis,PHYTOALEXIN-SYN,INDOLE-PHYTOALEXIN-SYN	rxn14002 rxn16426 rxn16427 rxn16428
RXN-12063	N,N-dihydroxy-L-tryptophan carboxy-lyase	1.14.14.156	|CAMALEXIN-SYN|	camalexin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Toxin-Biosynthesis,PHYTOALEXIN-SYN,INDOLE-PHYTOALEXIN-SYN	rxn14002 rxn16426 rxn16427 rxn16428
RXN-19840	indole-3-acetaldoxime dehydratase	""	|CAMALEXIN-SYN|	camalexin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Toxin-Biosynthesis,PHYTOALEXIN-SYN,INDOLE-PHYTOALEXIN-SYN	""
RXN-19841	indole-3-acetaldoxime dehydratase	""	|CAMALEXIN-SYN|	camalexin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Toxin-Biosynthesis,PHYTOALEXIN-SYN,INDOLE-PHYTOALEXIN-SYN	""
RXN-19839	indole-3-acetaldoxime dehydratase	""	|CAMALEXIN-SYN|	camalexin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Toxin-Biosynthesis,PHYTOALEXIN-SYN,INDOLE-PHYTOALEXIN-SYN	""
RXN-19837	indole-3-acetaldoxime dehydratase	""	|CAMALEXIN-SYN|	camalexin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Toxin-Biosynthesis,PHYTOALEXIN-SYN,INDOLE-PHYTOALEXIN-SYN	""
CROBETREDUCT-RXN	crotonobetainyl-CoA reductase	1.3.8.13	|CARNMET-PWY|	L-carnitine degradation I	Degradation,AMINE-DEG,CARN-DEG	rxn13787
RXN0-3601	gamma-butyrobetainyl-CoA:carnitine CoA transferase	2.8.3.21	|CARNMET-PWY|	L-carnitine degradation I	Degradation,AMINE-DEG,CARN-DEG	""
LCARNCOALIG-RXN	carnitine-CoA ligase	6.2.1.48	|CARNMET-PWY|	L-carnitine degradation I	Degradation,AMINE-DEG,CARN-DEG	""
CARNDETRU-RXN	crotonobetainyl-CoA hydratase	4.2.1.149	|CARNMET-PWY|	L-carnitine degradation I	Degradation,AMINE-DEG,CARN-DEG	""
CATECHOL-12-DIOXYGENASE-RXN	catechol 1,2-dioxygenase	1.13.11.1	|CATECHOL-ORTHO-CLEAVAGE-PWY|	catechol degradation to &beta;-ketoadipate	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Catechol-Degradation	rxn00588 rxn02969 rxn03611 rxn04648 rxn04654 rxn07902 rxn07903 rxn15996
MUCONATE-CYCLOISOMERASE-RXN	muconate cycloisomerase	5.5.1.1	|CATECHOL-ORTHO-CLEAVAGE-PWY|	catechol degradation to &beta;-ketoadipate	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Catechol-Degradation	rxn02782 rxn03097 rxn03612 rxn03691 rxn07904 rxn12678 rxn15641 rxn16091
MUCONOLACTONE-DELTA-ISOMERASE-RXN	muconolactone isomerase	5.3.3.4	|CATECHOL-ORTHO-CLEAVAGE-PWY|	catechol degradation to &beta;-ketoadipate	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Catechol-Degradation	rxn02971 rxn12679 rxn15642 rxn16087
3-OXOADIPATE-ENOL-LACTONASE-RXN	beta-ketoadipate enol-lactone hydrolase	3.1.1.24	|CATECHOL-ORTHO-CLEAVAGE-PWY|	catechol degradation to &beta;-ketoadipate	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Catechol-Degradation	rxn02144 rxn16088
1.3.99.15-RXN	benzoyl-CoA reductase	1.3.7.8	|CENTBENZCOA-PWY|	benzoyl-CoA degradation II (anaerobic)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Benzoyl-CoA-Degradation	rxn05798 rxn06167 rxn14021 rxn17231
HADTHAUERA-RXN	6-hydroxycyclohex-1-ene-1-carbonyl-CoA dehydrogenase	1.1.1.368	|CENTBENZCOA-PWY|	benzoyl-CoA degradation II (anaerobic)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Benzoyl-CoA-Degradation	""
1.1.1.259-RXN	1.1.1.259-RXN	1.1.1.259	|CENTBENZCOA-PWY|	benzoyl-CoA degradation II (anaerobic)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Benzoyl-CoA-Degradation	rxn03617
RXN-8032	3-ketopimelyl-CoA thiolase	""	|CENTBENZCOA-PWY|	benzoyl-CoA degradation II (anaerobic)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Benzoyl-CoA-Degradation	""
4.2.1.100-RXN	cyclohexa-1,5-diene-1-carboxyl-CoA hydratase	4.2.1.100/4.2.1.102	|CENTBENZCOA-PWY|	benzoyl-CoA degradation II (anaerobic)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Benzoyl-CoA-Degradation	rxn03876
RXN-15012	6-oxocyclohex-1-ene-1-carbonyl-CoA hydrolase	3.7.1.21	|CENTBENZCOA-PWY|	benzoyl-CoA degradation II (anaerobic)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Benzoyl-CoA-Degradation	""
RXN-15013	6-oxocyclohex-1-ene-1-carbonyl-CoA hydrolase	3.7.1.21	|CENTBENZCOA-PWY|	benzoyl-CoA degradation II (anaerobic)	Degradation,AROMATIC-COMPOUNDS-DEGRADATION,Benzoyl-CoA-Degradation	""
