id	name	altname	hierarchy	taxrange	reaId	reaEc	keyRea	reaName	reaNr	ecNr	superpathway	status	spont
|AMMASSIM-PWY|	ammonia assimilation cycle III	ammonia assimilation cycle III,ammonia assimilation III,GS/GOGAT pathway	|Super-Pathways|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Noncarbon-Nutrients|,|NITROGEN-DEG|,|Ammonia-Assimilation|	|TAX-4751|,|TAX-2|	GLUTAMINESYN-RXN,GLUTAMIN-RXN,GLUTDEHYD-RXN	6.3.1.2,3.5.1.38/3.5.1.2,1.4.1.4		glutamine synthetase;glutaminase;glutamate dehydrogenase 2 (NADP-dependent)	3	3	True	True	
|AMMOXID-PWY|	ammonia oxidation I (aerobic)	ammonia oxidation I (aerobic),nitrification,ammonium oxidation	|Energy-Metabolism|,|CHEMOAUTOTROPHIC-ENERGY-METABOLISM|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Noncarbon-Nutrients|,|NITROGEN-DEG|,|Ammonia-oxidation|	|TAX-2157|,|TAX-2|	AMONITRO-RXN,HAONITRO-RXN	1.14.99.39,1.7.2.6		ammonia monooxygenase;hydroxylamine oxidoreductase	2	2	False	True	
|ANAEROFRUCAT-PWY|	homolactic fermentation	homolactic fermentation,anaerobic fructose catabolism,anaerobic fructose degradation,fructose fermentation to lactate,fructose fermentation to lactic acid	|Super-Pathways|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Energy-Metabolism|,|Fermentation|,|Fermentation-to-Acids|,|Fermentation-to-Lactate|	|TAX-2157|,|TAX-2759|,|TAX-2|	L-LACTATE-DEHYDROGENASE-RXN,6PFRUCTPHOS-RXN,F16ALDOLASE-RXN,TRIOSEPISOMERIZATION-RXN,GAPOXNPHOSPHN-RXN,PHOSGLYPHOS-RXN,2PGADEHYDRAT-RXN,PEPDEPHOS-RXN,RXN-15513,PGLUCISOM-RXN,GLUCOKIN-RXN,3PGAREARR-RXN	1.1.1.27,2.7.1.11,4.1.2.13,5.3.1.1,1.2.1.12,2.7.2.3,4.2.1.11,2.7.1.40,5.4.2.11,5.3.1.9,2.7.1.1/2.7.1.2,5.4.2.12	GLUCOKIN-RXN	L-lactate dehydrogenase;6-phosphofructokinase;fructose-bisphosphate aldolase;triosephosphate isomerase;glyceraldehyde-3-phosphate dehydrogenase;phosphoglycerate kinase;enolase;pyruvate kinase;2,3-bisphosphoglycerate-dependent phosphoglycerate mutase;glucose-6-phosphate isomerase;D-glucopyranose 6-kinase;3PGAREARR-RXN	12	12	True	True	
|ANAGLYCOLYSIS-PWY|	glycolysis III (from glucose)	glycolysis III (from glucose),anaerobic glycolysis,Embden-Meyerhof-Parnas pathway,EMP pathway,glycolysis III (glucokinase)	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Energy-Metabolism|,|GLYCOLYSIS-VARIANTS|	|TAX-2759|,|TAX-2|	6PFRUCTPHOS-RXN,F16ALDOLASE-RXN,TRIOSEPISOMERIZATION-RXN,GAPOXNPHOSPHN-RXN,PHOSGLYPHOS-RXN,2PGADEHYDRAT-RXN,PEPDEPHOS-RXN,RXN-15513,PGLUCISOM-RXN,GLUCOKIN-RXN,3PGAREARR-RXN	2.7.1.11,4.1.2.13,5.3.1.1,1.2.1.12,2.7.2.3,4.2.1.11,2.7.1.40,5.4.2.11,5.3.1.9,2.7.1.1/2.7.1.2,5.4.2.12	GLUCOKIN-RXN	6-phosphofructokinase;fructose-bisphosphate aldolase;triosephosphate isomerase;glyceraldehyde-3-phosphate dehydrogenase;phosphoglycerate kinase;enolase;pyruvate kinase;2,3-bisphosphoglycerate-dependent phosphoglycerate mutase;glucose-6-phosphate isomerase;glucokinase;3PGAREARR-RXN	11	11	False	True	
|ANAPHENOXI-PWY|	L-phenylalanine degradation II (anaerobic)	L-phenylalanine degradation II (anaerobic),anaerobic L-phenylalanine oxidation	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|PHENYLALANINE-DEG|	|TAX-4751|,|TAX-1224|	PHENYLPYRUVATE-DECARBOXYLASE-RXN,PHENDEHYD-RXN,RXN-10814	4.1.1.43,1.2.1.39,2.6.1.1/2.6.1.57/2.6.1.27		phenylpyruvate carboxy-lyase;phenylacetaldehyde dehydrogenase;L-phenylalanine:2-oxoglutarate aminotransferase	3	3	False	True	
|ARABCAT-PWY|	L-arabinose degradation I	L-arabinose degradation I,L-arabinose catabolism	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Carbohydrates-Degradation|,|Sugars-And-Polysaccharides-Degradation|,|L-Arabinose-Degradation|	|TAX-2|	ARABISOM-RXN,RIBULPEPIM-RXN,RXN0-5116	5.3.1.4,5.1.3.4,2.7.1.16		L-arabinose isomerase;L-ribulose-5-phosphate 4-epimerase;ribulokinase	3	3	False	True	
|ARGASEDEG-PWY|	L-arginine degradation I (arginase pathway)	L-arginine degradation I (arginase pathway),L-arginase degradative pathway,L-glutamate biosynthesis	|Biosynthesis|,|Amino-Acid-Biosynthesis|,|IND-AMINO-ACID-SYN|,|GLUTAMATE-SYN|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|ARGININE-DEG|	|TAX-3193|,|TAX-33208|,|TAX-2157|,|TAX-2|	ARGINASE-RXN,ORNITHINE-GLU-AMINOTRANSFERASE-RXN,RXN-14116	3.5.3.1,2.6.1.13,1.2.1.88		arginase;Ornithine--oxo-glutarate aminotransferase;1-pyrroline-5-carboxylate dehydrogenase	3	3	False	True	
|ARGDEG-III-PWY|	L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)	L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|ARGININE-DEG|	|TAX-1224|	ARGDECARBOX-RXN,AGMATINE-DEIMINASE-RXN,N-CARBAMOYLPUTRESCINE-AMIDASE-RXN	4.1.1.19,3.5.3.12,3.5.1.53		arginine decarboxylase;agmatine deiminase;N-carbamoylputrescine amidohydrolase	3	3	False	True	
|ARGDEG-IV-PWY|	L-arginine degradation VIII (arginine oxidase pathway)	L-arginine degradation VIII (arginine oxidase pathway)	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|ARGININE-DEG|	|TAX-1224|	ARG-OXIDATION-RXN,GUANIDINOBUTYRASE-RXN,1.2.1.54-RXN,4.1.1.75-RXN	1.4.3.25,3.5.3.7,1.2.1.54,4.1.1.75	ARG-OXIDATION-RXN	L-arginine oxidase;guanidinobutyrase;4-guanidinobutyraldehyde dehydrogenase;2-oxoarginine decarboxylase	4	4	False	True	
|ARGDEG-PWY|	superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation,L-arginine utilization,ADC pathway	|Super-Pathways|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|ARGININE-DEG|	|TAX-2|	RXN0-3942,RXN0-3922,RXN0-3921,RXN0-3901,ARGDECARBOX-RXN,AGMATIN-RXN,GABATRANSAM-RXN,SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,GABATRANSAM-RXN,SUCCSEMIALDDEHYDROG-RXN,GABATRANSAM-RXN,SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,GABATRANSAM-RXN,SUCCSEMIALDDEHYDROG-RXN,AMINOBUTDEHYDROG-RXN,PUTTRANSAM-RXN	3.5.1.94,1.2.1.99,1.4.3.M3,6.3.1.11,4.1.1.19,3.5.3.11,2.6.1.19,1.2.1.24,2.6.1.19,1.2.1.79,2.6.1.19,1.2.1.24,2.6.1.19,1.2.1.79,1.2.1.19,2.6.1.82	RXN0-3901	gamma-glutamyl-gamma-aminobutyrate hydrolase;gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase;gamma-glutamylputrescine oxidase;glutamate-putrescine ligase;arginine decarboxylase, degradative;agmatinase;GABATRANSAM-RXN;succinate semialdehyde dehydrogenase (NAD+);GABATRANSAM-RXN;succinate semialdehyde dehydrogenase (NADP+);GABATRANSAM-RXN;succinate semialdehyde dehydrogenase (NAD+);GABATRANSAM-RXN;succinate semialdehyde dehydrogenase (NADP+);gamma-aminobutyraldehyde dehydrogenase;putrescine aminotransferase	16	16	True	True	
|ARGDEGRAD-PWY|	L-arginine degradation V (arginine deiminase pathway)	L-arginine degradation V (arginine deiminase pathway),L-arginine dihydrolase pathway,L-arginine deiminase degradation	|Super-Pathways|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|ARGININE-DEG|	|TAX-2157|,|TAX-2759|,|TAX-2|	ORNCARBAMTRANSFER-RXN,RXN-14196,RXN0-5222,ARGININE-DEIMINASE-RXN	2.1.3.3,,,3.5.3.6	ORNCARBAMTRANSFER-RXN	ornithine carbamoyltransferase, catabolic;carbamate kinase;cyanase;arginine deiminase	4	2	True	True	RXN0-5222
|ARGDEG-V-PWY|	L-arginine degradation X (arginine monooxygenase pathway)	L-arginine degradation X (arginine monooxygenase pathway)	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|ARGININE-DEG|	|TAX-2759|,|TAX-201174|	GUANIDINOBUTANAMIDE-NH3-RXN,GUANIDINOBUTYRASE-RXN,ARGININE-2-MONOOXYGENASE-RXN	3.5.1.4,3.5.3.7,1.13.12.1	ARGININE-2-MONOOXYGENASE-RXN	guanidinobutyramidase;guanidinobutyrase;arginine 2-monooxygenase	3	3	False	True	
|ARG-GLU-PWY|	L-arginine degradation VII (arginase 3 pathway)	L-arginine degradation VII (arginase 3 pathway)	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|ARGININE-DEG|	|TAX-1224|	ARGINASE-RXN,ORNITHINE-CYCLODEAMINASE-RXN	3.5.3.1,4.3.1.12		arginase;ornithine cyclodeaminase	2	2	False	True	
|ARGININE-SYN4-PWY|	L-ornithine biosynthesis II	L-ornithine biosynthesis II	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Amino-Acid-Biosynthesis|,|Other-Amino-Acid-Biosynthesis|,|L-Ornithine-Biosynthesis|	|TAX-33090|,|TAX-33208|	GLUTAMATE-DEHYDROGENASE-NADP+-RXN,ORNITHINE-GLU-AMINOTRANSFERASE-RXN,GLUTKIN-RXN,GLUTSEMIALDEHYDROG-RXN	1.4.1.3,2.6.1.13,2.7.2.11,1.2.1.41		glutamate dehydrogenase;Ornithine--oxo-glutarate aminotransferase;glutamate 5-kinase;glutamate-5-semialdehyde dehydrogenase	4	4	False	True	
|ARG+POLYAMINE-SYN|	superpathway of arginine and polyamine biosynthesis	superpathway of arginine and polyamine biosynthesis	|Super-Pathways|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Polyamine-Biosynthesis|	|TAX-2|	ARGDECARBOX-RXN,AGMATIN-RXN,ORNDECARBOX-RXN,ARGINASE-RXN,SPERMIDINESYN-RXN,SAMDECARB-RXN,RXN0-5217,LYSDECARBOX-RXN,ARGDECARBOX-RXN,AGMATIN-RXN,ORNDECARBOX-RXN,ARGINASE-RXN,SPERMIDINESYN-RXN,SAMDECARB-RXN,RXN0-5217,LYSDECARBOX-RXN,N-ACETYLTRANSFER-RXN,ACETYLGLUTKIN-RXN,N-ACETYLGLUTPREDUCT-RXN,ACETYLORNTRANSAM-RXN,ACETYLORNDEACET-RXN,ARGSUCCINSYN-RXN,ARGSUCCINLYA-RXN,ORNCARBAMTRANSFER-RXN,CARBPSYN-RXN,N-ACETYLTRANSFER-RXN,ACETYLGLUTKIN-RXN,N-ACETYLGLUTPREDUCT-RXN,ACETYLORNTRANSAM-RXN,ACETYLORNDEACET-RXN	4.1.1.19,3.5.3.11,4.1.1.17,3.5.3.1,2.5.1.16,4.1.1.50,2.5.1,4.1.1.18,4.1.1.19,3.5.3.11,4.1.1.17,3.5.3.1,2.5.1.16,4.1.1.50,2.5.1,4.1.1.18,2.3.1.1,2.7.2.8,1.2.1.38,2.6.1.11,3.5.1.16,6.3.4.5,4.3.2.1,2.1.3.3,6.3.5.5,2.3.1.1,2.7.2.8,1.2.1.38,2.6.1.11,3.5.1.16	RXN0-5217,RXN0-5217,ACETYLORNDEACET-RXN	arginine decarboxylase, biosynthetic;agmatinase;ornithine decarboxylase;ARGINASE-RXN;spermidine synthase;S-adenosylmethionine decarboxylase;aminopropylcadaverine synthase;lysine decarboxylase;arginine decarboxylase, biosynthetic;agmatinase;ornithine decarboxylase;ARGINASE-RXN;spermidine synthase;S-adenosylmethionine decarboxylase;aminopropylcadaverine synthase;lysine decarboxylase;N-acetylglutamate synthase;acetylglutamate kinase;N-acetylglutamylphosphate reductase;N-acetylornithine aminotransferase;acetylornithine deacetylase;ARGSUCCINSYN-RXN;argininosuccinate lyase;ornithine carbamoyltransferase;carbamoyl phosphate synthetase;N-acetylglutamate synthase;acetylglutamate kinase;N-acetylglutamylphosphate reductase;N-acetylornithine aminotransferase;acetylornithine deacetylase	30	30	True	True	
|ARG-PRO-PWY|	L-arginine degradation VI (arginase 2 pathway)	L-arginine degradation VI (arginase 2 pathway)	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|ARGININE-DEG|	|TAX-33090|,|TAX-1117|,|TAX-4751|	PYRROLINECARBREDUCT-RXN,ORNITHINE-GLU-AMINOTRANSFERASE-RXN,ARGINASE-RXN,SPONTPRO-RXN	1.5.1.2,2.6.1.13,3.5.3.1,	ARGINASE-RXN,PYRROLINECARBREDUCT-RXN	pyrroline-5-carboxylate reductase;Ornithine--oxo-glutarate aminotransferase;arginase;SPONTPRO-RXN	4	3	False	True	SPONTPRO-RXN
|ARGSPECAT-PWY|	spermine biosynthesis	spermine biosynthesis,Spermine Syn	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Polyamine-Biosynthesis|	|TAX-2759|,|TAX-2|,|TAX-2157|	SPERMINE-SYNTHASE-RXN,SAMDECARB-RXN	2.5.1.22,4.1.1.50	SPERMINE-SYNTHASE-RXN	spermine synthase;S-adenosylmethionine decarboxylase	2	2	False	True	
|ARGSYNBSUB-PWY|	L-arginine biosynthesis II (acetyl cycle)	L-arginine biosynthesis II (acetyl cycle)	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Amino-Acid-Biosynthesis|,|IND-AMINO-ACID-SYN|,|ARGININE-SYN|	|TAX-33090|,|TAX-4751|,|TAX-2|,|TAX-2157|	ARGSUCCINSYN-RXN,ARGSUCCINLYA-RXN,ORNCARBAMTRANSFER-RXN,ACETYLORNTRANSAM-RXN,N-ACETYLGLUTPREDUCT-RXN,ACETYLGLUTKIN-RXN,GLUTAMATE-N-ACETYLTRANSFERASE-RXN,CARBPSYN-RXN,N-ACETYLTRANSFER-RXN	6.3.4.5,4.3.2.1,2.1.3.3,2.6.1.11,1.2.1.38,2.7.2.8,2.3.1.35,6.3.5.5,2.3.1.1	N-ACETYLTRANSFER-RXN,GLUTAMATE-N-ACETYLTRANSFERASE-RXN	arginosuccinate synthetase;argininosuccinase;ornithine carbamoyltransferase;acetylornithine aminotransferase;N-acetylglutamylphosphate reductase;acetylglutamate kinase;acetylornithine acetyltransferase;carbamoyl-phosphate synthetase;acetylglutamate synthase	9	9	False	True	
|ARGSYN-PWY|	L-arginine biosynthesis I (via L-ornithine)	L-arginine biosynthesis I (via L-ornithine)	|Super-Pathways|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Amino-Acid-Biosynthesis|,|IND-AMINO-ACID-SYN|,|ARGININE-SYN|	|TAX-2157|,|TAX-33090|,|TAX-2|	ARGSUCCINSYN-RXN,ARGSUCCINLYA-RXN,ORNCARBAMTRANSFER-RXN,CARBPSYN-RXN,N-ACETYLTRANSFER-RXN,ACETYLGLUTKIN-RXN,N-ACETYLGLUTPREDUCT-RXN,ACETYLORNTRANSAM-RXN,ACETYLORNDEACET-RXN	6.3.4.5,4.3.2.1,2.1.3.3,6.3.5.5,2.3.1.1,2.7.2.8,1.2.1.38,2.6.1.11,3.5.1.16	ACETYLORNDEACET-RXN	ARGSUCCINSYN-RXN;argininosuccinate lyase;ornithine carbamoyltransferase;carbamoyl phosphate synthetase;N-acetylglutamate synthase;acetylglutamate kinase;N-acetylglutamylphosphate reductase;N-acetylornithine aminotransferase;acetylornithine deacetylase	9	9	True	True	
|ARO-PWY|	chorismate biosynthesis I	chorismate biosynthesis I,aromatic amino acid biosynthesis,shikimate pathway	|Super-Pathways|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|AROMATIC-COMPOUNDS-BIOSYN|,|Chorismate-Biosynthesis|	|TAX-33682|,|TAX-3041|,|TAX-2763|,|TAX-287987|,|TAX-5204|,|TAX-2836|,|TAX-4762|,|TAX-4890|,|TAX-5794|,|TAX-33090|,|TAX-2|	3-DEHYDROQUINATE-SYNTHASE-RXN,DAHPSYN-RXN,CHORISMATE-SYNTHASE-RXN,2.5.1.19-RXN,SHIKIMATE-KINASE-RXN,SHIKIMATE-5-DEHYDROGENASE-RXN,3-DEHYDROQUINATE-DEHYDRATASE-RXN	4.2.3.4,2.5.1.54,4.2.3.5,2.5.1.19,2.7.1.71,1.1.1.25,4.2.1.10		3-dehydroquinate synthase;3-deoxy-7-phosphoheptulonate synthase;chorismate synthase;5-enolpyruvoylshikimate-3-phosphate synthase;shikimate kinase;shikimate dehydrogenase;3-dehydroquinate dehydratase	7	7	True	True	
|ASPARAGINE-BIOSYNTHESIS|	L-asparagine biosynthesis I	L-asparagine biosynthesis I	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Amino-Acid-Biosynthesis|,|IND-AMINO-ACID-SYN|,|ASPARAGINE-SYN|	|TAX-2|,|TAX-2759|	ASNSYNB-RXN	6.3.5.4		L-aspartate:L-glutamine amido-ligase (AMP-forming)	1	1	False	True	
|ASPARAGINE-DEG1-PWY-1|	L-asparagine degradation III (mammalian)	L-asparagine degradation III (mammalian)	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|ASPARAGINE-DEG|	|TAX-40674|	ASPARAGHYD-RXN,3.5.1.26-RXN,ASPAMINOTRANS-RXN	3.5.1.38/3.5.1.1,3.5.1.26,2.6.1.1		L-asparaginase;L-asparaginase;aspartate aminotransferase	3	3	False	True	
|ASPARAGINE-DEG1-PWY|	L-asparagine degradation I	L-asparagine degradation I	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|ASPARAGINE-DEG|	|TAX-33090|,|TAX-4751|,|TAX-33208|,|TAX-2157|,|TAX-2|	ASPARAGHYD-RXN	3.5.1.38/3.5.1.1		asparaginase	1	1	False	True	
|ASPARAGINESYN-PWY|	L-asparagine biosynthesis II	L-asparagine biosynthesis II,L-asparagine - L-aspartate pathway	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Amino-Acid-Biosynthesis|,|IND-AMINO-ACID-SYN|,|ASPARAGINE-SYN|	|TAX-2759|,|TAX-2|	ASNSYNA-RXN	6.3.1.1		L-aspartate:ammonia ligase (AMP-forming)	1	1	False	True	
|ASPARTATE-DEG1-PWY|	L-aspartate degradation I	L-aspartate degradation I	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|ASPARTATE-DEG|	|TAX-2759|,|TAX-2157|,|TAX-2|	ASPAMINOTRANS-RXN	2.6.1.1		aspartate aminotransferase	1	1	False	True	
|ASPARTATESYN-PWY|	L-aspartate biosynthesis	L-aspartate biosynthesis,L-aspartate biosynthesis and degradation	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Amino-Acid-Biosynthesis|,|IND-AMINO-ACID-SYN|,|ASPARTATE-SYN|	|TAX-2157|,|TAX-2759|,|TAX-2|	ASPAMINOTRANS-RXN	2.6.1.1		aspartate transaminase	1	1	False	True	
|ASPASN-PWY|	superpathway of L-aspartate and L-asparagine biosynthesis	superpathway of L-aspartate and L-asparagine biosynthesis,Interconversion of L-aspartate and L-asparagine	|Super-Pathways|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Amino-Acid-Biosynthesis|	|TAX-2|	ASPAMINOTRANS-RXN,ASPARTASE-RXN,ASPAMINOTRANS-RXN,ASNSYNA-RXN,ASPARAGHYD-RXN,ASPARTASE-RXN	2.6.1.1,4.3.1.1,2.6.1.1,6.3.1.1,3.5.1.38/3.5.1.1,4.3.1.1		aspartate transaminase;aspartate ammonia-lyase;aspartate transaminase;L-aspartate:ammonia ligase (AMP-forming);asparaginase;aspartate ammonia-lyase	6	6	True	True	
|ASPSYNII-PWY|	cyanide detoxification I	cyanide detoxification I,&beta;-cyanoalanine biosynthesis,asparagine biosynthesis II	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Detoxification|,|Cyanide-Detoxification|	|TAX-3193|	L-3-CYANOALANINE-SYNTHASE-RXN,3-CYANOALANINE-HYDRATASE-RXN,3.5.5.4-RXN	4.4.1.9,4.2.1.65,3.5.5.4		beta-cyanoalanine synthase;beta-cyano-L-alanine hydratase;beta-cyano-L-alanine nitrilase	3	3	False	True	
|AST-PWY|	L-arginine degradation II (AST pathway)	L-arginine degradation II (AST pathway),L-arginine succinyltransferase pathway,AST pathway,ammonia-producing L-arginine catabolic pathway,L-arginine catabolism	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|ARGININE-DEG|	|TAX-1224|	ARGININE-N-SUCCINYLTRANSFERASE-RXN,SUCCARGDIHYDRO-RXN,SUCCORNTRANSAM-RXN,SUCCGLUALDDEHYD-RXN,SUCCGLUDESUCC-RXN	2.3.1.109,3.5.3.23,2.6.1.81,1.2.1.71,3.5.1.96		arginine N-succinyltransferase;N-succinylarginine dihydrolase;succinylornithine transaminase;succinylglutamate semialdehyde dehydrogenase;succinylglutamate desuccinylase	5	5	False	True	
|BENZCOA-PWY|	anaerobic aromatic compound degradation (Thauera aromatica)	anaerobic aromatic compound degradation (<i>Thauera aromatica</i>)	|Super-Pathways|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|AROMATIC-COMPOUNDS-DEGRADATION|	|TAX-1224|	PHENOLPHOS-RXN,PHENYLPCARB-RXN,4-HYDROXYBENZOATE--COA-LIGASE-RXN,OHBENZCOARED-RXN,AMINOBENZCOALIG-RXN,AMBENCOATHAUERA-RXN,PHENYLPYRUVATE-DECARBOXYLASE-RXN,PHENDEHYD-RXN,RXN-10814,1.3.99.15-RXN,HADTHAUERA-RXN,1.1.1.259-RXN,RXN-8032,4.2.1.100-RXN,RXN-15012,RXN-15013,BENZOATE--COA-LIGASE-RXN,RXN-902,RXN-865,RXN-864,RXN-863,RXN-905,RXN-904,PHENGLYOXRED-RXN,RXN-10819,1.17.5.1-RXN,3.1.2.25-RXN	,,6.2.1.27,1.1.7.1,6.2.1.32,,4.1.1.43,1.2.1.39,2.6.1.1/2.6.1.57/2.6.1.27,1.3.7.8,1.1.1.368,1.1.1.259,2.3.1,4.2.1.100,3.7.1.21,3.7.1.21,6.2.1.25,4.2.1,1.3.8.3,2.8.3.15,4.1.99.11,1.1.1,2.3.1.M17,1.2,6.2.1.30,1.17.5.1,3.1.2.25	PHENOLPHOS-RXN,4.2.1.100-RXN,RXN-863	phenol kinase;phenyl phosphate carboxylase;4-hydroxybenzoate-CoA ligase;4-hydroxybenzoyl-CoA reductase;2-aminobenzoate-CoA ligase;2-aminobenzoyl-CoA reductase;phenylpyruvate decarboxylase;phenylacetaldehyde dehydrogenase;phenylalanine transaminase;benzoyl-CoA reductase;6-hydroxycyclohex-1-ene-1-carbonyl-CoA dehydrogenase;1.1.1.259-RXN;3-ketopimelyl-CoA thiolase;cyclohexa-1,5-diene-1-carboxyl-CoA hydratase;6-oxocyclohex-1-ene-1-carbonyl-CoA hydrolase;6-oxocyclohex-1-ene-1-carbonyl-CoA hydrolase;benzoate-CoA ligase;2-carboxymethyl-3-hydroxyphenylpropanoyl-CoA dehydratase;benzylsuccinyl-CoA dehydrogenase;succinyl-CoA:benzylsuccinate CoA-transferase;benzylsuccinate synthase;2-carboxymethyl-3-hydroxyphenylpropanoyl-CoA dehydrogenase;benzoylsuccinyl-CoA thiolase;phenylglyoxylate:acceptor oxidoreductase;phenylacetate-CoA ligase;phenylacetyl-CoA dehydrogenase;3.1.2.25-RXN	27	24	True	True	
|BETA-ALA-DEGRADATION-I-PWY|	&beta;-alanine degradation I	&beta;-alanine degradation I	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|MISCELLANEOUS-DEG|,|Beta-Alanine-Degradation|	|TAX-40674|	RXN-2901,RXN-2902	2.6.1.ak,1.2.1.18		beta-alanine aminotransferase;malonate semialdehyde dehydrogenase	2	2	False	True	
|BETSYN-PWY|	glycine betaine biosynthesis I (Gram-negative bacteria)	glycine betaine biosynthesis I (Gram-negative bacteria)	|Polyamine-Biosynthesis|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Metabolic-Regulators|,|Organic-solutes-Biosynthesis|,|Betaine-Biosynthesis|	|TAX-1224|	CHD-RXN,BADH-RXN	1.1.99.1,1.2.1.8		choline dehydrogenase;betaine aldehyde dehydrogenase	2	2	False	True	
|BGALACT-PWY|	lactose degradation III	lactose degradation III,lactose degradation 3	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Carbohydrates-Degradation|,|Sugars-And-Polysaccharides-Degradation|,|LACTOSE-DEG|	|TAX-2|	BETAGALACTOSID-RXN	3.2.1.108		lactose galactohydrolase	1	1	False	True	
