MS ID	Old MS ID	External ID	Source
rxn01363|rxn01740|rxn04661|rxn04662|rxn24537|rxn24538	rxn01363|rxn01740|rxn04661|rxn04662	1.1.1.282	Enzyme Class
rxn01618|rxn04937|rxn15660|rxn16883	rxn04937	1.1.1.283	Enzyme Class
rxn04792|rxn04938|rxn23825|rxn28269|rxn31723|rxn32312|rxn33296|rxn38969|rxn38970	rxn04792|rxn04938	1.1.1.284	Enzyme Class
rxn04939|rxn04940|rxn16884|rxn38998|rxn38999	rxn04939|rxn04940	1.1.1.285	Enzyme Class
rxn00505|rxn01419|rxn15056|rxn15057	rxn00505|rxn01419	1.1.1.286	Enzyme Class
rxn04941|rxn04942|rxn15661	rxn04941|rxn04942	1.1.1.287	Enzyme Class
rxn04763	rxn04763	1.1.1.288	Enzyme Class
rxn39096		1.1.1.288-	Enzyme Class
rxn05085	rxn05085	1.1.1.289	Enzyme Class
rxn00512|rxn01011|rxn19849|rxn27900	rxn00512|rxn01011	1.1.1.29	Enzyme Class
rxn02939	rxn02939	1.1.1.290	Enzyme Class
rxn07775	rxn07775	1.1.1.291	Enzyme Class
rxn11728|rxn16885|rxn35591	rxn11728	1.1.1.292	Enzyme Class
rxn14031|rxn14224|rxn15939|rxn15940|rxn24369|rxn24370|rxn37283|rxn37284	rxn14031|rxn14224	1.1.1.294	Enzyme Class
rxn14153|rxn14239|rxn25484	rxn14153|rxn14239	1.1.1.295	Enzyme Class
rxn04242|rxn04243|rxn04244|rxn04245|rxn04248|rxn04249|rxn04250|rxn04251|rxn14267|rxn25536	rxn14267	1.1.1.296	Enzyme Class
rxn04265|rxn14363|rxn15866|rxn15867|rxn16225	rxn14363	1.1.1.297	Enzyme Class
rxn16149		1.1.1.298	Enzyme Class
rxn00248|rxn00249|rxn21133		1.1.1.299	Enzyme Class
rxn01301|rxn01302|rxn19904|rxn27931|rxn27932|rxn27933|rxn33957	rxn01301|rxn01302	1.1.1.3	Enzyme Class
rxn00992|rxn27539	rxn00992	1.1.1.30	Enzyme Class
rxn11890|rxn21152|rxn21153		1.1.1.300	Enzyme Class
rxn16386		1.1.1.301	Enzyme Class
rxn10504|rxn10505|rxn20829		1.1.1.302	Enzyme Class
rxn15373		1.1.1.303	Enzyme Class
rxn01685		1.1.1.304	Enzyme Class
rxn07473		1.1.1.305	Enzyme Class
rxn15991		1.1.1.306	Enzyme Class
rxn01043|rxn15189|rxn15190|rxn16319|rxn16320|rxn16321|rxn21627|rxn25136		1.1.1.307	Enzyme Class
rxn16387		1.1.1.308	Enzyme Class
rxn16322		1.1.1.309	Enzyme Class
rxn01480|rxn15510|rxn17758|rxn32099|rxn32100|rxn37954|rxn37955	rxn01480	1.1.1.31	Enzyme Class
rxn03963		1.1.1.310	Enzyme Class
rxn11652		1.1.1.311	Enzyme Class
rxn02981|rxn02982|rxn03055|rxn03056|rxn03078		1.1.1.312	Enzyme Class
rxn06187		1.1.1.313	Enzyme Class
rxn16388|rxn16389|rxn16390		1.1.1.314	Enzyme Class
rxn02183|rxn11893|rxn22993		1.1.1.315	Enzyme Class
rxn07490|rxn23754		1.1.1.316	Enzyme Class
rxn16647		1.1.1.317	Enzyme Class
rxn16770|rxn23259|rxn23260		1.1.1.318	Enzyme Class
rxn16771		1.1.1.319	Enzyme Class
rxn01608	rxn01608	1.1.1.32	Enzyme Class
rxn16772		1.1.1.320	Enzyme Class
rxn16773		1.1.1.321	Enzyme Class
rxn16830|rxn16831		1.1.1.322	Enzyme Class
rxn16832|rxn16833|rxn23273		1.1.1.323	Enzyme Class
rxn14222|rxn16766|rxn16767|rxn16768|rxn16769		1.1.1.324	Enzyme Class
rxn16835|rxn16836|rxn23329|rxn23479		1.1.1.325	Enzyme Class
rxn16834		1.1.1.326	Enzyme Class
rxn01609	rxn01609	1.1.1.33	Enzyme Class
rxn01501|rxn16887|rxn16888|rxn16889|rxn27458|rxn37869|rxn37870|rxn37871	rxn01501	1.1.1.34	Enzyme Class
rxn01451|rxn02933|rxn03239|rxn03242|rxn03244|rxn03246|rxn03249|rxn03287|rxn03289|rxn03860|rxn04750|rxn06037|rxn06777|rxn07680|rxn07684|rxn07688|rxn07883|rxn08700|rxn15495|rxn15510|rxn20473|rxn20475|rxn21061|rxn21065|rxn21066|rxn21572|rxn23121|rxn23125|rxn23153|rxn27454|rxn28153|rxn28160|rxn28161|rxn28177|rxn30548|rxn31677|rxn31684|rxn31720|rxn32645	rxn01451|rxn01480|rxn02933|rxn03239|rxn03242|rxn03244|rxn03246|rxn03249|rxn03860|rxn04750|rxn06037|rxn06777|rxn07680|rxn07684|rxn07688|rxn07883|rxn08700|rxn09461	1.1.1.35	Enzyme Class
rxn01453|rxn03861|rxn06038|rxn11381|rxn12767|rxn12768|rxn12769|rxn12770|rxn12771|rxn23002|rxn23529	rxn01453|rxn06038|rxn12767|rxn12768|rxn12769|rxn12770|rxn12771	1.1.1.36	Enzyme Class
rxn00248|rxn20068|rxn23652|rxn27976	rxn00248	1.1.1.37	Enzyme Class
rxn00159|rxn00162	rxn00159|rxn00161	1.1.1.38	Enzyme Class
rxn00159|rxn27459|rxn28275|rxn37872	rxn00159|rxn00161	1.1.1.39	Enzyme Class
rxn02112|rxn21328|rxn21329	rxn01685|rxn02112	1.1.1.4	Enzyme Class
rxn00161|rxn00162|rxn27982|rxn27983	rxn00159|rxn00161	1.1.1.40	Enzyme Class
rxn00505|rxn27954|rxn27955	rxn00505	1.1.1.41	Enzyme Class
rxn00198|rxn00199|rxn01387|rxn05794|rxn15022|rxn15023|rxn15278|rxn15279|rxn19942|rxn19943|rxn32167|rxn32171|rxn33794|rxn33795|rxn33798|rxn33806	rxn00198|rxn00199|rxn01387|rxn05794	1.1.1.42	Enzyme Class
rxn01474|rxn01475|rxn16890	rxn01474|rxn01475	1.1.1.43	Enzyme Class
rxn01115|rxn11040|rxn19016|rxn27623|rxn27624|rxn27625|rxn33304|rxn33323|rxn33499|rxn33549|rxn33859|rxn38005|rxn38006|rxn38007|rxn38008|rxn38009|rxn38010	rxn01115	1.1.1.44	Enzyme Class
rxn01913	rxn01913	1.1.1.45	Enzyme Class
rxn01289|rxn15236|rxn15237|rxn20002|rxn25137|rxn37366|rxn37367|rxn37368|rxn37369|rxn37370|rxn37371	rxn01289	1.1.1.46	Enzyme Class
rxn01108|rxn01109|rxn19810	rxn01108|rxn01109	1.1.1.47	Enzyme Class
rxn00810|rxn00812|rxn00813|rxn12185|rxn15124|rxn15125	rxn00810|rxn00813	1.1.1.48	Enzyme Class
rxn00604|rxn01975|rxn15072|rxn19775|rxn27877|rxn38115	rxn00604|rxn01975	1.1.1.49	Enzyme Class
	rxn01685|rxn02049	1.1.1.5	Enzyme Class
rxn01793|rxn01794|rxn03000|rxn03001|rxn03292|rxn03293|rxn03295|rxn03296|rxn03299|rxn03300|rxn03302|rxn03303|rxn03305|rxn03306|rxn03307|rxn03308|rxn03311|rxn03312|rxn03314|rxn03315|rxn14041	rxn01793|rxn01794|rxn03000|rxn03001|rxn03292|rxn03293|rxn03295|rxn03296|rxn03299|rxn03300|rxn03302|rxn03303|rxn03305|rxn03306|rxn03307|rxn03308|rxn03311|rxn03312|rxn03314|rxn03315|rxn14041	1.1.1.50	Enzyme Class
rxn01336|rxn01338|rxn01692|rxn01693|rxn02446|rxn02447|rxn16803|rxn16804|rxn16891|rxn28281|rxn28282|rxn28283|rxn32293	rxn01336|rxn01338|rxn01692|rxn01693|rxn02446|rxn02447	1.1.1.51	Enzyme Class
rxn02890	rxn02890	1.1.1.52	Enzyme Class
rxn03008|rxn03301|rxn03304|rxn03313|rxn03316|rxn16892	rxn03008|rxn03292|rxn03293|rxn03295|rxn03296|rxn03301|rxn03304|rxn03313|rxn03316	1.1.1.53	Enzyme Class
rxn02549|rxn19144	rxn02549	1.1.1.54	Enzyme Class
rxn01617|rxn15345|rxn32665	rxn01617	1.1.1.55	Enzyme Class
rxn01383|rxn15276	rxn01383	1.1.1.56	Enzyme Class
rxn01775|rxn20178	rxn01775	1.1.1.57	Enzyme Class
rxn01857	rxn01857	1.1.1.58	Enzyme Class
rxn01174|rxn33536|rxn33540	rxn01174	1.1.1.59	Enzyme Class
rxn00762	rxn00762	1.1.1.6	Enzyme Class
rxn01280|rxn01281|rxn27397	rxn01280|rxn01281	1.1.1.60	Enzyme Class
rxn01201	rxn01201	1.1.1.61	Enzyme Class
rxn01692|rxn01693|rxn03200|rxn03201|rxn14007|rxn14276|rxn19675|rxn19676|rxn32558|rxn32562|rxn32656|rxn32659|rxn36714|rxn36715	rxn01692|rxn01693|rxn03200|rxn03201|rxn14007|rxn14276	1.1.1.62	Enzyme Class
rxn01336	rxn01336	1.1.1.63	Enzyme Class
rxn01338|rxn33213	rxn01338	1.1.1.64	Enzyme Class
rxn01249|rxn38275	rxn01249	1.1.1.65	Enzyme Class
rxn02742	rxn02742	1.1.1.66	Enzyme Class
rxn00629|rxn20174|rxn36771	rxn00629	1.1.1.67	Enzyme Class
rxn01276|rxn01278|rxn19797	rxn01276|rxn01278	1.1.1.69	Enzyme Class
rxn02958	rxn02958	1.1.1.7	Enzyme Class
rxn00536|rxn00543|rxn05871|rxn05873|rxn07236|rxn07238|rxn07873|rxn07874|rxn15346|rxn19088|rxn24107|rxn31544|rxn35699|rxn35700|rxn35701|rxn35702|rxn35703|rxn35704|rxn35705|rxn35706|rxn35707|rxn35708|rxn35709|rxn35710|rxn35711|rxn35712|rxn35713|rxn35714|rxn35715|rxn35716|rxn35717|rxn35718|rxn35719|rxn35720|rxn35721|rxn35722|rxn35723|rxn35724|rxn35725|rxn35726|rxn35727|rxn35728|rxn35729|rxn35730|rxn35731|rxn35732|rxn35733|rxn35734|rxn35735|rxn35736|rxn35737|rxn35738|rxn35739|rxn35740|rxn35741|rxn35742|rxn35743|rxn35744|rxn35745|rxn35746|rxn35747|rxn35748|rxn35749|rxn35750|rxn35751|rxn35752|rxn35753|rxn35754|rxn35755|rxn35756|rxn35757|rxn35758|rxn35759|rxn35760|rxn35761|rxn35762|rxn35763|rxn35764|rxn35765|rxn35766|rxn35767|rxn35768|rxn35769|rxn35770|rxn35771|rxn35772|rxn35773|rxn35774|rxn35775|rxn35776|rxn35777|rxn35778|rxn35779|rxn35780|rxn35781|rxn35782|rxn35783|rxn35784|rxn35785|rxn35786|rxn35787|rxn35788|rxn35789|rxn35790|rxn35791|rxn35792|rxn35793|rxn35794|rxn35795|rxn35796|rxn35797|rxn35798|rxn35799|rxn35800|rxn35801|rxn35802|rxn35803|rxn35804|rxn35805|rxn35806|rxn35807|rxn35808|rxn35809|rxn35810|rxn35811|rxn35812|rxn35813|rxn35814|rxn35815|rxn35816|rxn35817|rxn35818|rxn35819|rxn35820|rxn35821|rxn35822|rxn35823|rxn35824|rxn35825|rxn35826|rxn35827|rxn35828|rxn35829|rxn35830|rxn35831|rxn35832|rxn35833|rxn35834|rxn35835|rxn35836|rxn35837|rxn35838|rxn35839|rxn35840|rxn35841|rxn35842|rxn35843|rxn35844|rxn35845|rxn35846|rxn35847|rxn35848|rxn35849|rxn35850|rxn35851|rxn35852|rxn35853|rxn35854|rxn35855|rxn35856|rxn35857|rxn35858|rxn35859|rxn35860|rxn35861|rxn35862|rxn35863|rxn35864|rxn35865|rxn35866|rxn35867|rxn35868|rxn35869|rxn35870|rxn35871|rxn35872|rxn35873|rxn35874|rxn35875|rxn35876|rxn35877|rxn35878|rxn35879|rxn35880|rxn35881|rxn35882|rxn35883|rxn35884|rxn35885|rxn35886|rxn35887|rxn35888|rxn35889|rxn35890|rxn35891|rxn35892|rxn35893|rxn35894|rxn35895|rxn35896|rxn35897|rxn35898|rxn35899|rxn35900|rxn35901|rxn35902|rxn35903|rxn35904|rxn35905|rxn35906|rxn35907|rxn35908|rxn35909|rxn35910|rxn35911|rxn35912|rxn35913|rxn35914|rxn35915|rxn35916|rxn35917|rxn35918|rxn35919|rxn35920|rxn35921|rxn35922|rxn35923|rxn35924|rxn35925|rxn35926|rxn35927|rxn35928|rxn35929|rxn35930|rxn35931|rxn35932|rxn35933|rxn35934|rxn35935|rxn35936|rxn35937|rxn35938|rxn35939|rxn35940|rxn35941|rxn35942|rxn35943|rxn35944|rxn35945|rxn35946|rxn35947|rxn35948|rxn35949|rxn35950|rxn35951|rxn35952|rxn35953|rxn35954|rxn35955|rxn35956|rxn35957|rxn35958|rxn35959|rxn35960|rxn35961|rxn35962|rxn35963|rxn35964|rxn35965|rxn35966|rxn35967|rxn35968|rxn35969|rxn35970|rxn35971|rxn35972|rxn35973|rxn35974|rxn35975|rxn35976|rxn35977|rxn35978|rxn35979|rxn35980|rxn35981|rxn35982|rxn35983|rxn35984|rxn35985|rxn35986|rxn35987|rxn35988|rxn35989|rxn35990|rxn35991|rxn35992|rxn35993|rxn35994|rxn35995|rxn35996|rxn35997|rxn35998|rxn35999|rxn36000|rxn36001|rxn36002|rxn36003|rxn36004|rxn36005|rxn36006|rxn36007|rxn36008|rxn36009|rxn36010|rxn36011|rxn36012|rxn36013|rxn36014|rxn36015|rxn36016|rxn36017|rxn36018|rxn36019|rxn36020|rxn36021|rxn36022|rxn36023|rxn36024|rxn36025|rxn36026|rxn36027|rxn36028|rxn36029|rxn36030|rxn36031|rxn36032|rxn36033|rxn36034|rxn36035|rxn36036|rxn36037|rxn36038|rxn36039|rxn36040|rxn36041|rxn36042|rxn36043|rxn36044|rxn36045|rxn36046|rxn36047|rxn36048|rxn36049|rxn36050|rxn36051|rxn36052|rxn36053|rxn36054|rxn36055|rxn36056|rxn36057|rxn36058|rxn36059|rxn36060|rxn36061|rxn36062|rxn36063|rxn36064|rxn36065|rxn36066|rxn36067|rxn36068|rxn36069|rxn36070|rxn36071|rxn36072|rxn36073|rxn36074|rxn36075|rxn36076|rxn36077|rxn36078|rxn36079|rxn36080|rxn36081|rxn36082|rxn36083|rxn36084|rxn36085|rxn36086|rxn36087|rxn36088|rxn36089|rxn36090|rxn36091|rxn36092|rxn36093|rxn36094|rxn36095|rxn36096|rxn36097|rxn36098|rxn36099|rxn36100|rxn36101|rxn36102|rxn36103|rxn36104|rxn36105|rxn36106|rxn36107|rxn36108|rxn36109|rxn36110|rxn36111|rxn36112|rxn36113|rxn36114|rxn36115|rxn36116|rxn36117|rxn36118|rxn36119|rxn36120|rxn36121|rxn36122|rxn36123|rxn36124|rxn36125|rxn36126|rxn36127|rxn36128|rxn36129|rxn36130|rxn36131|rxn36132|rxn36133|rxn36134|rxn36135|rxn36136|rxn36137|rxn36138|rxn36139|rxn36140|rxn36141|rxn36142|rxn36143|rxn36144|rxn36145|rxn36146|rxn36147|rxn36148|rxn36149|rxn36150|rxn36151|rxn36152|rxn36153|rxn36154|rxn36155|rxn36156|rxn36157|rxn36158|rxn36159|rxn36160|rxn36161|rxn36162|rxn36163|rxn36164|rxn36165|rxn36166|rxn36167|rxn36168|rxn36169|rxn36170|rxn36171|rxn36172|rxn36173|rxn36174|rxn36175|rxn36176|rxn36177|rxn36178|rxn36179|rxn36180|rxn36181|rxn36182|rxn36183|rxn36184|rxn36185|rxn36186|rxn36187|rxn36188|rxn36189|rxn36190|rxn36191|rxn36192|rxn36193|rxn36194|rxn36195|rxn36196|rxn36197|rxn36198|rxn36199|rxn36200|rxn36201|rxn36202|rxn36203|rxn36204|rxn36205|rxn36206|rxn36207|rxn36208|rxn36209|rxn36210|rxn36211|rxn36212|rxn36213|rxn36214|rxn36215|rxn36216|rxn36217|rxn36218|rxn36219|rxn36220|rxn36221|rxn36222|rxn36223|rxn36224|rxn36225|rxn36226|rxn36227|rxn36228|rxn36229|rxn36230|rxn36231|rxn36232|rxn36233|rxn36234|rxn36235|rxn36236|rxn36237|rxn36238|rxn36239|rxn36240|rxn36241|rxn36242|rxn36243|rxn36244|rxn36245|rxn36246|rxn36247|rxn36248|rxn36249|rxn36250|rxn36251|rxn36252|rxn36253|rxn36254|rxn36255|rxn36256|rxn36257|rxn36258|rxn36259|rxn36260|rxn36261|rxn36262|rxn36263|rxn36264|rxn36265|rxn36266|rxn36267|rxn36268|rxn36269|rxn36270|rxn36271|rxn36272|rxn36273|rxn36274|rxn36275|rxn36276|rxn36277|rxn36278|rxn36279|rxn36280|rxn36281|rxn36282|rxn36283|rxn36284|rxn36285|rxn36286|rxn36287|rxn36288|rxn36289|rxn36290|rxn36291|rxn36292|rxn36293|rxn36294|rxn36295|rxn36296|rxn36297|rxn36298|rxn36299|rxn36300|rxn36301|rxn36302|rxn36303|rxn36304|rxn36305|rxn36306|rxn36307|rxn36308|rxn36309|rxn36310|rxn36311|rxn36312|rxn36313|rxn36314|rxn36315|rxn36316|rxn36317|rxn36318|rxn36319|rxn36320|rxn36321|rxn36322|rxn36323|rxn36324|rxn36325|rxn36326|rxn36327|rxn36328|rxn36329|rxn39025|rxn39026|rxn39027|rxn39028|rxn39029|rxn39030|rxn39031|rxn39032	rxn00536|rxn00543|rxn05871|rxn05873|rxn07236|rxn07238	1.1.1.71	Enzyme Class
rxn00763|rxn00765	rxn00763|rxn00765	1.1.1.72	Enzyme Class
rxn02066	rxn02066	1.1.1.73	Enzyme Class
rxn02667|rxn19164	rxn02667	1.1.1.75	Enzyme Class
rxn01686	rxn01686|rxn02632	1.1.1.76	Enzyme Class
rxn01305|rxn01615|rxn02209|rxn15317	rxn01305|rxn01615|rxn02209	1.1.1.77	Enzyme Class
rxn01831|rxn33207	rxn01831	1.1.1.78	Enzyme Class
rxn00324|rxn01013|rxn01831|rxn27915|rxn32871	rxn00324|rxn01013|rxn01831	1.1.1.79	Enzyme Class
rxn00611|rxn27460|rxn37873	rxn00611	1.1.1.8	Enzyme Class
rxn01130	rxn01130	1.1.1.80	Enzyme Class
rxn01011|rxn01013|rxn19919|rxn27941|rxn27943|rxn32531|rxn38885	rxn01011|rxn01013	1.1.1.81	Enzyme Class
rxn00249|rxn20158|rxn31213	rxn00249	1.1.1.82	Enzyme Class
rxn00160	rxn00160	1.1.1.83	Enzyme Class
rxn00900	rxn00900	1.1.1.84	Enzyme Class
rxn00735|rxn03062|rxn11245|rxn27542|rxn32091|rxn33936|rxn37956	rxn03062	1.1.1.85	Enzyme Class
rxn02186|rxn03068|rxn03435|rxn03436|rxn08764|rxn15466|rxn15511|rxn19027|rxn19029|rxn27663|rxn27666|rxn31757|rxn31760|rxn31783|rxn31980|rxn31981|rxn31982|rxn32271|rxn32411|rxn32500|rxn32760|rxn32797|rxn32798|rxn33637|rxn33934|rxn33937	rxn02186|rxn02187|rxn03068|rxn03435|rxn03436|rxn08764	1.1.1.86	Enzyme Class
rxn01419|rxn01420|rxn03324	rxn01419|rxn01420|rxn03324	1.1.1.87	Enzyme Class
rxn01500|rxn27938	rxn01500	1.1.1.88	Enzyme Class
rxn01385|rxn37675	rxn01385	1.1.1.9	Enzyme Class
rxn01293|rxn01597|rxn01902|rxn02996|rxn03547|rxn03594|rxn03649|rxn03650|rxn19186|rxn25928|rxn32160|rxn32161	rxn01293|rxn01597|rxn01902|rxn02996|rxn03547|rxn03594|rxn03649|rxn03650|rxn06007|rxn14095	1.1.1.90	Enzyme Class
rxn06008|rxn19185|rxn26123	rxn06008|rxn14280	1.1.1.91	Enzyme Class
rxn01283|rxn01284|rxn16893	rxn01283|rxn01284	1.1.1.92	Enzyme Class
rxn01847|rxn04143	rxn01847|rxn04143	1.1.1.93	Enzyme Class
rxn00611|rxn00612|rxn19848|rxn27897|rxn27898|rxn31786	rxn00611|rxn00612	1.1.1.94	Enzyme Class
rxn01101|rxn10432|rxn11732|rxn15726|rxn20523|rxn28059|rxn31801	rxn01101|rxn11732	1.1.1.95	Enzyme Class
rxn02459	rxn02459	1.1.1.96	Enzyme Class
rxn02887	rxn02887	1.1.1.97	Enzyme Class
rxn02163	rxn02163	1.1.1.98	Enzyme Class
rxn02164	rxn02164	1.1.1.99	Enzyme Class
rxn04790	rxn04790|rxn07479	1.1.2.-	Enzyme Class
rxn00626|rxn01382|rxn15275|rxn20175	rxn00626|rxn01382	1.1.2.2	Enzyme Class
rxn00145|rxn08792|rxn08793|rxn13719|rxn13720|rxn20010	rxn00145|rxn08792|rxn08793|rxn13719|rxn13720	1.1.2.3	Enzyme Class
rxn00146|rxn08783|rxn13717|rxn13718|rxn19372|rxn19373|rxn27775|rxn32368	rxn00146|rxn08783|rxn13717|rxn13718	1.1.2.4	Enzyme Class
rxn15020|rxn16894	rxn00146	1.1.2.5	Enzyme Class
rxn06320|rxn21628|rxn21629		1.1.2.6	Enzyme Class
rxn14207|rxn15989|rxn15990|rxn21641|rxn21642|rxn23811|rxn23812		1.1.2.7	Enzyme Class
rxn03431|rxn03517|rxn03597|rxn21643|rxn21644		1.1.2.8	Enzyme Class
rxn01440|rxn02841|rxn03518|rxn15285|rxn15850|rxn15856|rxn16175|rxn23435|rxn23471|rxn25223|rxn25226|rxn31797|rxn31799	rxn02841|rxn03337|rxn03518|rxn04696	1.1.3.-	Enzyme Class
rxn00219|rxn15027|rxn15028	rxn00219	1.1.3.10	Enzyme Class
rxn01240	rxn01240	1.1.3.11	Enzyme Class
rxn01252	rxn01252	1.1.3.12	Enzyme Class
rxn00432|rxn05883|rxn19098|rxn20190	rxn00432|rxn05883	1.1.3.13	Enzyme Class
rxn00057	rxn00057	1.1.3.14	Enzyme Class
rxn00333|rxn05979|rxn25769|rxn26313|rxn27094|rxn28978|rxn31214|rxn32255|rxn33878	rxn00333|rxn05979	1.1.3.15	Enzyme Class
rxn01707	rxn01707	1.1.3.16	Enzyme Class
rxn00032|rxn00752|rxn11743|rxn11744	rxn00032|rxn00752|rxn11743|rxn11744	1.1.3.17	Enzyme Class
rxn06147|rxn27102	rxn06147|rxn14369	1.1.3.18	Enzyme Class
rxn01934	rxn01934	1.1.3.19	Enzyme Class
rxn05761|rxn20052	rxn05761	1.1.3.20	Enzyme Class
rxn00614	rxn00614	1.1.3.21	Enzyme Class
rxn00026|rxn00052|rxn01536	rxn00026|rxn00052|rxn01536	1.1.3.23	Enzyme Class
rxn04949	rxn04949	1.1.3.27	Enzyme Class
rxn00042|rxn04054|rxn04055|rxn11662	rxn00042|rxn04054|rxn04055|rxn11662	1.1.3.28	Enzyme Class
rxn00894|rxn15157	rxn00894	1.1.3.29	Enzyme Class
rxn00264|rxn20161	rxn00264	1.1.3.3	Enzyme Class
rxn06319|rxn20605	rxn06319	1.1.3.30	Enzyme Class
rxn11561|rxn37874	rxn01960|rxn11561	1.1.3.37	Enzyme Class
rxn02065	rxn02065	1.1.3.38	Enzyme Class
rxn03965|rxn03966|rxn03967|rxn11659|rxn11660	rxn03965|rxn03966|rxn03967|rxn11659|rxn11660	1.1.3.39	Enzyme Class
rxn01110	rxn01110	1.1.3.4	Enzyme Class
rxn03968|rxn15547|rxn15548|rxn16899	rxn03968	1.1.3.40	Enzyme Class
rxn04950|rxn25940	rxn04950	1.1.3.41	Enzyme Class
rxn16648		1.1.3.42	Enzyme Class
rxn01110	rxn01110	1.1.3.5	Enzyme Class
rxn01064|rxn23174	rxn01064	1.1.3.6	Enzyme Class
rxn06011|rxn19187	rxn06011	1.1.3.7	Enzyme Class
rxn00449|rxn02279|rxn23445	rxn00449|rxn02279	1.1.3.8	Enzyme Class
rxn00814|rxn00815|rxn15132|rxn15133|rxn15134|rxn15135	rxn00814|rxn00815	1.1.3.9	Enzyme Class
rxn02509|rxn06431|rxn16838	rxn02509|rxn06431	1.1.4.1	Enzyme Class
rxn02510|rxn04063|rxn16900	rxn02510|rxn04063	1.1.4.2	Enzyme Class
rxn37677		1.1.5	Enzyme Class
rxn26390|rxn26391		1.1.5.-	Enzyme Class
rxn07122|rxn15632|rxn15633|rxn19778|rxn19786|rxn27880|rxn36726|rxn36727|rxn36728|rxn36729|rxn36730|rxn36731|rxn38876|rxn38877|rxn38878|rxn39001|rxn39002|rxn39003	rxn07122	1.1.5.2	Enzyme Class
rxn00616|rxn08556|rxn08558|rxn14017|rxn14229|rxn26180|rxn26187|rxn26196|rxn26215|rxn26238|rxn26244|rxn27896|rxn28503|rxn28511|rxn28519|rxn28691|rxn28692|rxn28693|rxn28696|rxn28698|rxn37440|rxn37441|rxn37442|rxn37443|rxn37444|rxn37445|rxn37446|rxn37447|rxn37448|rxn37449|rxn37450|rxn37451|rxn37632|rxn37633|rxn37634|rxn37635|rxn37636|rxn37637|rxn37638|rxn37639|rxn37803|rxn39010	rxn14017|rxn14229	1.1.5.3	Enzyme Class
rxn00935|rxn05815|rxn08900|rxn20069|rxn20112|rxn27006|rxn27007|rxn36757|rxn36758|rxn36759|rxn36760|rxn36761|rxn36762|rxn36763|rxn36764|rxn36765|rxn36766|rxn36767|rxn36768|rxn36769|rxn37602|rxn37603		1.1.5.4	Enzyme Class
rxn16323|rxn21330|rxn37034|rxn37035|rxn37036		1.1.5.5	Enzyme Class
rxn16336|rxn19717|rxn21537|rxn27863|rxn37048|rxn37049|rxn37050|rxn37051|rxn37052		1.1.5.6	Enzyme Class
rxn16590|rxn21567		1.1.5.7	Enzyme Class
rxn01364|rxn01742|rxn16165|rxn16901|rxn16947|rxn27111|rxn27157|rxn35592|rxn35593|rxn35594|rxn35595|rxn35596|rxn35597|rxn35598|rxn35599|rxn35600|rxn35601|rxn35602|rxn35603|rxn35604|rxn35605|rxn37547|rxn37548|rxn37549|rxn37550|rxn37551|rxn37552|rxn37553|rxn37554|rxn37555|rxn37556|rxn37557|rxn37558|rxn37559|rxn37560		1.1.5.8	Enzyme Class
rxn16324|rxn21646		1.1.9.1	Enzyme Class
rxn16392|rxn16393|rxn16394|rxn21606		1.1.98.2	Enzyme Class
rxn02963|rxn15847|rxn20211|rxn20682|rxn20683|rxn20712|rxn22226	rxn02963|rxn04265|rxn06609	1.1.99.-	Enzyme Class
rxn01869|rxn05921|rxn10062|rxn11931|rxn11935|rxn19288|rxn19289|rxn19290|rxn27753	rxn01869|rxn05921|rxn10062|rxn11931|rxn11935	1.1.99.1	Enzyme Class
rxn05806|rxn15031|rxn15032|rxn19815	rxn05806	1.1.99.10	Enzyme Class
rxn05905|rxn19733	rxn05905	1.1.99.11	Enzyme Class
rxn06026|rxn27206	rxn06026	1.1.99.12	Enzyme Class
rxn00580|rxn01229|rxn05898|rxn07077|rxn14171|rxn15232|rxn19816|rxn20021	rxn00580|rxn01229|rxn05898|rxn07077|rxn14171	1.1.99.13	Enzyme Class
rxn05851|rxn11933|rxn19863|rxn27911|rxn34300	rxn05851|rxn11933	1.1.99.14	Enzyme Class
rxn08900|rxn08901|rxn10985|rxn27977	rxn00935|rxn05815|rxn08900|rxn08901|rxn10985	1.1.99.16	Enzyme Class
rxn01050|rxn01700|rxn06001|rxn07085|rxn07086|rxn07087|rxn15197|rxn15198|rxn15199|rxn15200|rxn15322|rxn15323|rxn19278	rxn01050|rxn01700|rxn06001|rxn07085|rxn07086|rxn07087	1.1.99.18	Enzyme Class
rxn02519|rxn05805|rxn15407|rxn15408|rxn15726|rxn17388|rxn25052	rxn02519|rxn05805	1.1.99.2	Enzyme Class
rxn05884|rxn19131	rxn05884	1.1.99.20	Enzyme Class
rxn02092|rxn06027|rxn19380|rxn19381	rxn02092|rxn06027	1.1.99.21	Enzyme Class
rxn05925|rxn19851	rxn05925	1.1.99.22	Enzyme Class
	rxn06320	1.1.99.23	Enzyme Class
rxn02306	rxn02306	1.1.99.24	Enzyme Class
	rxn01364|rxn01742	1.1.99.25	Enzyme Class
rxn06343|rxn17756	rxn06343	1.1.99.26	Enzyme Class
rxn06327|rxn16993	rxn06327	1.1.99.27	Enzyme Class
rxn00633|rxn15082|rxn15083|rxn16994|rxn16995|rxn35606|rxn35607	rxn00633	1.1.99.28	Enzyme Class
