tr	exid	exmet	name	rea	mets	transporter	type	tc
rxn05160	EX_cpd00001_e0	cpd00001[e0]	monosaccharide-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00105_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00105_c0	6	atpase	3.Primary active transporters	
rxn05160	EX_cpd00002_e0	cpd00002[e0]	monosaccharide-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00105_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00105_c0	6	atpase	3.Primary active transporters	
rxn05160	EX_cpd00008_e0	cpd00008[e0]	monosaccharide-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00105_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00105_c0	6	atpase	3.Primary active transporters	
rxn05160	EX_cpd00009_e0	cpd00009[e0]	monosaccharide-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00105_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00105_c0	6	atpase	3.Primary active transporters	
rxn05160	EX_cpd00067_e0	cpd00067[e0]	monosaccharide-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00105_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00105_c0	6	atpase	3.Primary active transporters	
rxn05160	EX_cpd00105_e0	cpd00105[e0]	monosaccharide-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00105_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00105_c0	6	atpase	3.Primary active transporters	
rxn05161	EX_cpd00001_e0	cpd00001[e0]	nonpolar-amino-acid-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00107_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00107_c0	6	atpase	3.Primary active transporters	
rxn05161	EX_cpd00002_e0	cpd00002[e0]	nonpolar-amino-acid-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00107_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00107_c0	6	atpase	3.Primary active transporters	
rxn05161	EX_cpd00008_e0	cpd00008[e0]	nonpolar-amino-acid-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00107_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00107_c0	6	atpase	3.Primary active transporters	
rxn05161	EX_cpd00009_e0	cpd00009[e0]	nonpolar-amino-acid-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00107_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00107_c0	6	atpase	3.Primary active transporters	
rxn05161	EX_cpd00067_e0	cpd00067[e0]	nonpolar-amino-acid-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00107_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00107_c0	6	atpase	3.Primary active transporters	
rxn05161	EX_cpd00107_e0	cpd00107[e0]	nonpolar-amino-acid-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00107_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00107_c0	6	atpase	3.Primary active transporters	
rxn05162	EX_cpd00001_e0	cpd00001[e0]	D-galactose transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00108_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00108_c0	6	abc	3.Primary active transporters	
rxn05162	EX_cpd00002_e0	cpd00002[e0]	D-galactose transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00108_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00108_c0	6	abc	3.Primary active transporters	
rxn05162	EX_cpd00008_e0	cpd00008[e0]	D-galactose transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00108_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00108_c0	6	abc	3.Primary active transporters	
rxn05162	EX_cpd00009_e0	cpd00009[e0]	D-galactose transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00108_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00108_c0	6	abc	3.Primary active transporters	
rxn05162	EX_cpd00067_e0	cpd00067[e0]	D-galactose transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00108_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00108_c0	6	abc	3.Primary active transporters	
rxn05162	EX_cpd00108_e0	cpd00108[e0]	D-galactose transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00108_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00108_c0	6	abc	3.Primary active transporters	
rxn05163	EX_cpd00001_e0	cpd00001[e0]	putrescine transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00118_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00118_c0	6	abc	3.Primary active transporters	
rxn05163	EX_cpd00002_e0	cpd00002[e0]	putrescine transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00118_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00118_c0	6	abc	3.Primary active transporters	
rxn05163	EX_cpd00008_e0	cpd00008[e0]	putrescine transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00118_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00118_c0	6	abc	3.Primary active transporters	
rxn05163	EX_cpd00009_e0	cpd00009[e0]	putrescine transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00118_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00118_c0	6	abc	3.Primary active transporters	
rxn05163	EX_cpd00067_e0	cpd00067[e0]	putrescine transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00118_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00118_c0	6	abc	3.Primary active transporters	
rxn05163	EX_cpd00118_e0	cpd00118[e0]	putrescine transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00118_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00118_c0	6	abc	3.Primary active transporters	
rxn05164	EX_cpd00001_e0	cpd00001[e0]	ATP phosphohydrolase (polar-amino-acid-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00119_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00119_c0	6	atp	3.Primary active transporters	
rxn05164	EX_cpd00002_e0	cpd00002[e0]	ATP phosphohydrolase (polar-amino-acid-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00119_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00119_c0	6	atp	3.Primary active transporters	
rxn05164	EX_cpd00008_e0	cpd00008[e0]	ATP phosphohydrolase (polar-amino-acid-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00119_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00119_c0	6	atp	3.Primary active transporters	
rxn05164	EX_cpd00009_e0	cpd00009[e0]	ATP phosphohydrolase (polar-amino-acid-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00119_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00119_c0	6	atp	3.Primary active transporters	
rxn05164	EX_cpd00067_e0	cpd00067[e0]	ATP phosphohydrolase (polar-amino-acid-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00119_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00119_c0	6	atp	3.Primary active transporters	
rxn05164	EX_cpd00119_e0	cpd00119[e0]	ATP phosphohydrolase (polar-amino-acid-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00119_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00119_c0	6	atp	3.Primary active transporters	
rxn05165	EX_cpd00001_e0	cpd00001[e0]	nonpolar-amino-acid-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00129_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00129_c0	6	atpase	3.Primary active transporters	
rxn05165	EX_cpd00002_e0	cpd00002[e0]	nonpolar-amino-acid-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00129_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00129_c0	6	atpase	3.Primary active transporters	
rxn05165	EX_cpd00008_e0	cpd00008[e0]	nonpolar-amino-acid-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00129_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00129_c0	6	atpase	3.Primary active transporters	
rxn05165	EX_cpd00009_e0	cpd00009[e0]	nonpolar-amino-acid-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00129_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00129_c0	6	atpase	3.Primary active transporters	
rxn05165	EX_cpd00067_e0	cpd00067[e0]	nonpolar-amino-acid-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00129_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00129_c0	6	atpase	3.Primary active transporters	
rxn05165	EX_cpd00129_e0	cpd00129[e0]	nonpolar-amino-acid-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00129_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00129_c0	6	atpase	3.Primary active transporters	
rxn05166	EX_cpd00001_e0	cpd00001[e0]	RXNBWI-115367.ce	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00149_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00149_c0	6			
rxn05166	EX_cpd00002_e0	cpd00002[e0]	RXNBWI-115367.ce	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00149_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00149_c0	6			
rxn05166	EX_cpd00008_e0	cpd00008[e0]	RXNBWI-115367.ce	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00149_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00149_c0	6			
rxn05166	EX_cpd00009_e0	cpd00009[e0]	RXNBWI-115367.ce	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00149_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00149_c0	6			
rxn05166	EX_cpd00067_e0	cpd00067[e0]	RXNBWI-115367.ce	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00149_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00149_c0	6			
rxn05166	EX_cpd00149_e0	cpd00149[e0]	RXNBWI-115367.ce	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00149_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00149_c0	6			
rxn05167	EX_cpd00001_e0	cpd00001[e0]	D-xylose transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00154_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00154_c0	6	abc	3.Primary active transporters	
rxn05167	EX_cpd00002_e0	cpd00002[e0]	D-xylose transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00154_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00154_c0	6	abc	3.Primary active transporters	
rxn05167	EX_cpd00008_e0	cpd00008[e0]	D-xylose transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00154_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00154_c0	6	abc	3.Primary active transporters	
rxn05167	EX_cpd00009_e0	cpd00009[e0]	D-xylose transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00154_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00154_c0	6	abc	3.Primary active transporters	
rxn05167	EX_cpd00067_e0	cpd00067[e0]	D-xylose transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00154_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00154_c0	6	abc	3.Primary active transporters	
rxn05167	EX_cpd00154_e0	cpd00154[e0]	D-xylose transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00154_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00154_c0	6	abc	3.Primary active transporters	
rxn05168	EX_cpd00001_e0	cpd00001[e0]	nonpolar-amino-acid-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00156_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00156_c0	6	atpase	3.Primary active transporters	
rxn05168	EX_cpd00002_e0	cpd00002[e0]	nonpolar-amino-acid-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00156_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00156_c0	6	atpase	3.Primary active transporters	
rxn05168	EX_cpd00008_e0	cpd00008[e0]	nonpolar-amino-acid-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00156_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00156_c0	6	atpase	3.Primary active transporters	
rxn05168	EX_cpd00009_e0	cpd00009[e0]	nonpolar-amino-acid-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00156_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00156_c0	6	atpase	3.Primary active transporters	
rxn05168	EX_cpd00067_e0	cpd00067[e0]	nonpolar-amino-acid-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00156_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00156_c0	6	atpase	3.Primary active transporters	
rxn05168	EX_cpd00156_e0	cpd00156[e0]	nonpolar-amino-acid-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00156_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00156_c0	6	atpase	3.Primary active transporters	
rxn05169	EX_cpd00001_e0	cpd00001[e0]	ATP phosphohydrolase (polar-amino-acid-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00161_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00161_c0	6	atp	3.Primary active transporters	
rxn05169	EX_cpd00002_e0	cpd00002[e0]	ATP phosphohydrolase (polar-amino-acid-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00161_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00161_c0	6	atp	3.Primary active transporters	
rxn05169	EX_cpd00008_e0	cpd00008[e0]	ATP phosphohydrolase (polar-amino-acid-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00161_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00161_c0	6	atp	3.Primary active transporters	
rxn05169	EX_cpd00009_e0	cpd00009[e0]	ATP phosphohydrolase (polar-amino-acid-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00161_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00161_c0	6	atp	3.Primary active transporters	
rxn05169	EX_cpd00067_e0	cpd00067[e0]	ATP phosphohydrolase (polar-amino-acid-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00161_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00161_c0	6	atp	3.Primary active transporters	
rxn05169	EX_cpd00161_e0	cpd00161[e0]	ATP phosphohydrolase (polar-amino-acid-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00161_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00161_c0	6	atp	3.Primary active transporters	
rxn05170	EX_cpd00001_e0	cpd00001[e0]	TRANS-RXNAVI-26732.ce.brachyexp.CPD-3609_CPD-3609	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00179_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00179_c0	6			
rxn05170	EX_cpd00002_e0	cpd00002[e0]	TRANS-RXNAVI-26732.ce.brachyexp.CPD-3609_CPD-3609	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00179_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00179_c0	6			
rxn05170	EX_cpd00008_e0	cpd00008[e0]	TRANS-RXNAVI-26732.ce.brachyexp.CPD-3609_CPD-3609	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00179_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00179_c0	6			
rxn05170	EX_cpd00009_e0	cpd00009[e0]	TRANS-RXNAVI-26732.ce.brachyexp.CPD-3609_CPD-3609	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00179_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00179_c0	6			
rxn05170	EX_cpd00067_e0	cpd00067[e0]	TRANS-RXNAVI-26732.ce.brachyexp.CPD-3609_CPD-3609	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00179_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00179_c0	6			
rxn05170	EX_cpd00179_e0	cpd00179[e0]	TRANS-RXNAVI-26732.ce.brachyexp.CPD-3609_CPD-3609	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00179_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00179_c0	6			
rxn05171	EX_cpd00001_e0	cpd00001[e0]	nitrate-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00209_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00209_c0	6	atpase	3.Primary active transporters	
rxn05171	EX_cpd00002_e0	cpd00002[e0]	nitrate-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00209_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00209_c0	6	atpase	3.Primary active transporters	
rxn05171	EX_cpd00008_e0	cpd00008[e0]	nitrate-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00209_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00209_c0	6	atpase	3.Primary active transporters	
rxn05171	EX_cpd00009_e0	cpd00009[e0]	nitrate-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00209_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00209_c0	6	atpase	3.Primary active transporters	
rxn05171	EX_cpd00067_e0	cpd00067[e0]	nitrate-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00209_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00209_c0	6	atpase	3.Primary active transporters	
rxn05171	EX_cpd00209_e0	cpd00209[e0]	nitrate-transporting ATPase	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00209_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00209_c0	6	atpase	3.Primary active transporters	
rxn05172	EX_cpd00001_e0	cpd00001[e0]	ATP phosphohydrolase (taurine-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00210_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00210_c0	6	atp	3.Primary active transporters	
rxn05172	EX_cpd00002_e0	cpd00002[e0]	ATP phosphohydrolase (taurine-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00210_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00210_c0	6	atp	3.Primary active transporters	
rxn05172	EX_cpd00008_e0	cpd00008[e0]	ATP phosphohydrolase (taurine-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00210_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00210_c0	6	atp	3.Primary active transporters	
rxn05172	EX_cpd00009_e0	cpd00009[e0]	ATP phosphohydrolase (taurine-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00210_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00210_c0	6	atp	3.Primary active transporters	
rxn05172	EX_cpd00067_e0	cpd00067[e0]	ATP phosphohydrolase (taurine-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00210_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00210_c0	6	atp	3.Primary active transporters	
rxn05172	EX_cpd00210_e0	cpd00210[e0]	ATP phosphohydrolase (taurine-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00210_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00210_c0	6	atp	3.Primary active transporters	
rxn05173	EX_cpd00001_e0	cpd00001[e0]	L-arabinose transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00224_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00224_c0	6	abc	3.Primary active transporters	
rxn05173	EX_cpd00002_e0	cpd00002[e0]	L-arabinose transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00224_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00224_c0	6	abc	3.Primary active transporters	
rxn05173	EX_cpd00008_e0	cpd00008[e0]	L-arabinose transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00224_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00224_c0	6	abc	3.Primary active transporters	
rxn05173	EX_cpd00009_e0	cpd00009[e0]	L-arabinose transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00224_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00224_c0	6	abc	3.Primary active transporters	
rxn05173	EX_cpd00067_e0	cpd00067[e0]	L-arabinose transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00224_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00224_c0	6	abc	3.Primary active transporters	
rxn05173	EX_cpd00224_e0	cpd00224[e0]	L-arabinose transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00224_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00224_c0	6	abc	3.Primary active transporters	
rxn05174	EX_cpd00001_e0	cpd00001[e0]	nickel transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00244_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00244_c0	6	abc	3.Primary active transporters	
rxn05174	EX_cpd00002_e0	cpd00002[e0]	nickel transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00244_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00244_c0	6	abc	3.Primary active transporters	
rxn05174	EX_cpd00008_e0	cpd00008[e0]	nickel transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00244_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00244_c0	6	abc	3.Primary active transporters	
rxn05174	EX_cpd00009_e0	cpd00009[e0]	nickel transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00244_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00244_c0	6	abc	3.Primary active transporters	
rxn05174	EX_cpd00067_e0	cpd00067[e0]	nickel transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00244_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00244_c0	6	abc	3.Primary active transporters	
rxn05174	EX_cpd00244_e0	cpd00244[e0]	nickel transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00244_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00244_c0	6	abc	3.Primary active transporters	
rxn05175	EX_cpd00001_e0	cpd00001[e0]	spermidine transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00264_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00264_c0	6	abc	3.Primary active transporters	
rxn05175	EX_cpd00002_e0	cpd00002[e0]	spermidine transport via ABC system	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd00264_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd00264_c0	6	abc	3.Primary active transporters	
