id	name	type	exmet	exmetnames
rxn05628	Arginine permease	2.Electrochemical potential-driven transporters	cpd00064[e0]	Ornithine
rxn05629	Palatinose transport in via proton symport	2.Electrochemical potential-driven transporters	cpd01200[e0]	Palatinose
rxn05630	TRANS-RXNAVI-27529.ce	2.Electrochemical potential-driven transporters	cpd00061[e0]	Phosphoenolpyruvate
rxn05634	propionate transp or t in via proton symp or t	2.Electrochemical potential-driven transporters	cpd00141[e0]	Propionate
rxn05635	TRANS-RXNAVI-12493.ce	3.Primary active transporters	cpd00012[e0]	PPi
rxn05636	TRANS-RXN-207.ce	2.Electrochemical potential-driven transporters	cpd00300[e0]	Urate
rxn05637	proline betaine transport in via ABC system	3.Primary active transporters	cpd11573[e0]	Octodecanoyl-ACP
rxn05638	TRANS-RXNBWI-115637.ce.maizeexp.PRO_PRO	2.Electrochemical potential-driven transporters	cpd00129[e0]	L-Proline
rxn05639	D-O-Phosphoserine transport in/out via proton symport	2.Electrochemical potential-driven transporters	cpd01665[e0]	D-O-Phosphoserine
rxn05640	O-Phospho-L-serine transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00738[e0]	phosphoserine
rxn05641	xenobiotic-transporting ATPase	3.Primary active transporters	cpd01132[e0]	Puromycin
rxn05643	TRANS-RXNAVI-26524.ce.brachyexp.CPD-1099_CPD-1099	2.Electrochemical potential-driven transporters	cpd00382[e0]	Melitose
rxn05644	D-ribose transport out via ABC system	3.Primary active transporters	cpd00105[e0]	D-Ribose
rxn05645	riboflavin transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00220[e0]	Riboflavin
rxn05646	L-rhamnose transport via proton symport	2.Electrochemical potential-driven transporters	cpd00396[e0]	L-Rhamnose
rxn05647	salicin transport via PEP:Pyr PTS	4.Group translocators	cpd01030[e0]	Salicin
rxn05648	TRANS-RXNAVI-26524.ce.brachyexp.SORBITOL_SORBITOL	2.Electrochemical potential-driven transporters	cpd00588[e0]	Sorbitol
rxn05649	D-serine transport via proton symport	2.Electrochemical potential-driven transporters	cpd00550[e0]	D-Serine
rxn05651	sulfate transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00048[e0]	Sulfate
rxn05652	spermidine transport in via proton antiport	2.Electrochemical potential-driven transporters	cpd00264[e0]	Spermidine
rxn05653	TRANS-RXNAVI-26433.ce.brachyexp.CPD-9570_CPD-9570	Diffusion	cpd00212[e0]	L-Sorbose
rxn05654	Transport of succinate, extracellular	2.Electrochemical potential-driven transporters	cpd00036[e0]	Succinate
rxn05655	sucrose transport via PEP:Pyr PTS	4.Group translocators	cpd00076[e0]	Sucrose
rxn05656	sulfoacetate transport via ABC system	3.Primary active transporters	cpd09878[e0]	Sulfoacetate
rxn05657	thioglycolate transport via ABC system	3.Primary active transporters	cpd01415[e0]	Thioglycolate
rxn05659	thymine transport in/out via proton symport	2.Electrochemical potential-driven transporters	cpd00151[e0]	Thymine
rxn05661	TMP transport in/out via proton symport	2.Electrochemical potential-driven transporters	cpd01622[e0]	Trimetaphosphate
rxn05663	TRANS-RXNBWI-115637.ce.maizeexp.TRP_TRP	2.Electrochemical potential-driven transporters	cpd00065[e0]	L-Tryptophan
rxn05665	TRANS-RXNAVI-27988.ce.brachyexp.UMP_UMP	2.Electrochemical potential-driven transporters	cpd00091[e0]	UMP
rxn05667	TRANS-RXN4LZ-7041.ce	Diffusion	cpd00073[e0]	Urea
rxn05669	TRANS-RXNBWI-115637.ce.maizeexp.VAL_VAL	2.Electrochemical potential-driven transporters	cpd00156[e0]	L-Valine
rxn05671	D-xylose transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00154[e0]	Xylose
rxn05672	D-glutamate transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00186[e0]	D-Glutamate
rxn05673	D-galacturonate transport via proton symport, reversible	2.Electrochemical potential-driven transporters	cpd00280[e0]	D-Galacturonate
rxn05674	L-Citrulline transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00274[e0]	Citrulline
rxn05676	MAN6P transport in/out via proton symport	2.Electrochemical potential-driven transporters	cpd00235[e0]	D-mannose-6-phosphate
rxn05678	hydroquinone transport in/out via proton symport	2.Electrochemical potential-driven transporters	cpd00415[e0]	Quinol
rxn05679	TRANS-RXNAVI-27988.ce.brachyexp.TMP_TMP	2.Electrochemical potential-driven transporters	cpd00298[e0]	dTMP
rxn05680	TRANS-RXNBWI-115572.ce.maizeexp.XANTHOSINE_XANTHOSINE	2.Electrochemical potential-driven transporters	cpd01217[e0]	Xanthosine
rxn05681	2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible	2.Electrochemical potential-driven transporters	cpd00176[e0]	2-keto-3-deoxygluconate
rxn05682	allantoin transport in via proton symport	2.Electrochemical potential-driven transporters	cpd01092[e0]	Allantoin
rxn05683	Butyrate transport via proton symport, reversible	2.Electrochemical potential-driven transporters	cpd00211[e0]	Butyrate
rxn05684	TRANS-RXNBWI-115359.ce	2.Electrochemical potential-driven transporters	cpd00227[e0]	L-Homoserine
rxn05685	TRANS-RXNAVI-26524.ce.brachyexp.RIBITOL_RIBITOL	2.Electrochemical potential-driven transporters	cpd00366[e0]	Ribitol
rxn05686	Tyramine transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00374[e0]	Tyramine
rxn05687	Transport of putrescine, extracellular	2.Electrochemical potential-driven transporters	cpd00118[e0]	Putrescine
rxn05688	Pectin transport in via proton symport	2.Electrochemical potential-driven transporters	cpd11601[e0]	Pectin
rxn05689	TRANS-RXNAVI-26524.ce.brachyexp.TAGATOSE_TAGATOSE	2.Electrochemical potential-driven transporters	cpd00589[e0]	D-Tagatose
rxn05690	D-Fucose transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00750[e0]	D-Fucose
rxn05691	L-fucose transport via proton symport	2.Electrochemical potential-driven transporters	cpd00751[e0]	L-Fucose
rxn05692	L-Lyxose transporter	2.Electrochemical potential-driven transporters	cpd01067[e0]	L-Lyxose
rxn05693	TRANS-RXNAVI-26524.ce.brachyexp.CPD-170_CPD-170	2.Electrochemical potential-driven transporters	cpd01133[e0]	Stachyose
rxn05694	L-Pyroglutamic Acid transport in via proton symport	2.Electrochemical potential-driven transporters	cpd01293[e0]	5-Oxoproline
rxn05695	TRANS-RXNAVI-26524.ce.brachyexp.NYSTOSE_NYSTOSE	2.Electrochemical potential-driven transporters	cpd11602[e0]	Inulin
rxn05696	D-Glucosaminic Acid transport in via proton symport	2.Electrochemical potential-driven transporters	cpd02351[e0]	Glucosaminate
rxn05697	TRANS-RXNAVI-26524.ce.brachyexp.PSICOSE_PSICOSE	2.Electrochemical potential-driven transporters	cpd03884[e0]	D-Psicose
rxn05698	TRANS-RXNAVI-26524.ce.brachyexp.CPD-3561_CPD-3561	2.Electrochemical potential-driven transporters	cpd04349[e0]	Lactulose
rxn05699	TRANS-RXNAVI-26524.ce.brachyexp.CPD-3605_CPD-3605	2.Electrochemical potential-driven transporters	cpd05158[e0]	Gentiobiose
rxn05700	Amygdalin transport in via proton symport	2.Electrochemical potential-driven transporters	cpd05240[e0]	Amygdalin
rxn05701	b-Methyl-D-Glucoside transport in via proton symport	2.Electrochemical potential-driven transporters	cpd11603[e0]	b-Methyl-D-Glucoside
rxn05703	Hydroxylamine transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00165[e0]	Hydroxylamine
rxn05704	Monomethylamine symport	2.Electrochemical potential-driven transporters	cpd00187[e0]	Methanamine
rxn05706	Histamine transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00312[e0]	Histamine
rxn05708	Formamide transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00378[e0]	Formamide
rxn05709	D-Lysine transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00549[e0]	D-Lysine
rxn05710	Ethylamine transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00591[e0]	Ethylamine
rxn05711	D-Asparagine transport in via proton symport	2.Electrochemical potential-driven transporters	cpd01308[e0]	D-Asparagine
rxn05713	TRANS-RXNAVI-26524.ce.brachyexp.GALACTOSAMINE_GALACTOSAMINE	2.Electrochemical potential-driven transporters	cpd01524[e0]	D-Chondrosamine
rxn05714	TRANS-RXNAVI-26524.ce.brachyexp.CPD-3683_CPD-3683	2.Electrochemical potential-driven transporters	cpd02241[e0]	D-Mannosamine
rxn05715	D-Valine transport in via proton symport	2.Electrochemical potential-driven transporters	cpd03840[e0]	D-Valine
rxn05716	O-Phosphoryl-Ethanolamine transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00285[e0]	Phosphoethanolamine
rxn05717	Tripolyphosphate transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00421[e0]	Triphosphate
rxn05718	Phosphoryl Choline transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00457[e0]	Phosphocholine
rxn05719	Cytidine- 3',5'-Cyclic Monophosphate transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00696[e0]	3',5'-Cyclic CMP
rxn05720	Guanosine- 3',5'-Cyclic Monophosphate transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00697[e0]	cGMP
rxn05721	Adenosine- 2'-Monophosphate transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00700[e0]	AMP 2'-phosphate
rxn05722	Trimetaphosphate transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00793[e0]	Thiamine phosphate
rxn05723	Phosphocreatine transport in via proton symport	2.Electrochemical potential-driven transporters	cpd01550[e0]	Phosphocreatine
rxn05724	Cytidine- 2'- Monophosphate transport in via proton symport	2.Electrochemical potential-driven transporters	cpd01991[e0]	2'-Cytidylic acid
rxn05725	2-Aminoethyl Phosphonic Acid transport in via proton symport	2.Electrochemical potential-driven transporters	cpd02233[e0]	Ciliatine
rxn05726	Phosphono Acetic Acid transport in via proton symport	2.Electrochemical potential-driven transporters	cpd03385[e0]	Fosfonet
rxn05727	2-Deoxy-D-Glucose 6-Phosphate transport in via proton symport	2.Electrochemical potential-driven transporters	cpd03805[e0]	2-Deoxy-D-glucose 6-phosphate
rxn05728	Thiosulfate transport in via proton symport	2.Electrochemical potential-driven transporters	cpd00268[e0]	H2S2O3
rxn05730	Tetrathionate transport in via proton symport	2.Electrochemical potential-driven transporters	cpd01414[e0]	Tetrathionate
rxn05731	Taurocholic Acid transport in via proton symport	2.Electrochemical potential-driven transporters	cpd03047[e0]	Taurocholate
rxn05748	nitrate reductase	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn05749	succinate dehydrogenase	2.Electrochemical potential-driven transporters	cpd00067[e0]	H+
rxn07912	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C12:0)	Diffusion	cpd15306[e0]	1,2-Diacyl-sn-glycerol didodecanoyl
rxn07913	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:0)	Diffusion	cpd15307[e0]	1,2-Diacyl-sn-glycerol ditetradecanoyl
rxn07914	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:1)	Diffusion	cpd15308[e0]	1,2-Diacyl-sn-glycerol ditetradec-7-enoyl
rxn07915	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:0)	Diffusion	cpd15309[e0]	1,2-Diacyl-sn-glycerol dihexadecanoyl
rxn07916	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:1)	Diffusion	cpd15310[e0]	1,2-Diacyl-sn-glycerol dihexadec-9-enoyl
rxn07917	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:0)	Diffusion	cpd15311[e0]	1,2-Diacyl-sn-glycerol dioctadecanoyl
rxn07918	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:1)	Diffusion	cpd15312[e0]	1,2-Diacyl-sn-glycerol dioctadec-11-enoyl
rxn07919	(R)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)	Diffusion	cpd01861[e0]	(R)-1,2-Propanediol
rxn07921	(S)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)	Diffusion	cpd00453[e0]	1,2-Propanediol
rxn07923	1,4-alpha-D-glucan transport via ABC system (periplasm)	3.Primary active transporters	cpd11735[e0]	Amylose
rxn07924	1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible	Diffusion	cpd11735[e0]	Amylose
rxn07925	23cAMP transport via diffusion (extracellular to periplasm)	Diffusion	cpd01570[e0]	2',3'-Cyclic AMP
rxn07926	23cCMP transport via diffusion (extracellular to periplasm)	Diffusion	cpd01571[e0]	2',3'-Cyclic CMP
rxn07927	23cGMP transport via diffusion (extracellular to periplasm)	Diffusion	cpd03702[e0]	2',3'-Cyclic GMP
rxn07928	23cUMP transport via diffusion (extracellular to periplasm)	Diffusion	cpd01572[e0]	2',3'-Cyclic UMP
rxn07929	2,3-diaminopropionate transport in via proton symport	2.Electrochemical potential-driven transporters	cpd03828[e0]	2,3-Diaminopropionate
rxn07930	2,3-diaminopropionate transport via diffusion	Diffusion	cpd03828[e0]	2,3-Diaminopropionate
rxn07931	meso-2,6-Diaminoheptanedioate transport via diffusion (extracellular to periplasm)	Diffusion	cpd00516[e0]	meso-2,6-Diaminopimelate
rxn07932	2-Acyl-sn-glycero-3-phosphatidate (n-C12:0) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15350[e0]	2-dodecanoyl-sn-glycerol 3-phosphate
rxn07933	2-Acyl-sn-glycero-3-phosphatidate (n-C14:0) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15363[e0]	2-tetradecanoyl-sn-glycerol 3-phosphate
rxn07934	2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15362[e0]	2-tetradec-7-enoyl-sn-glycerol 3-phosphate
rxn07935	2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15355[e0]	2-hexadecanoyl-sn-glycerol 3-phosphate
rxn07936	2-Acyl-sn-glycero-3-phosphatidate (n-C16:1) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15354[e0]	2-hexadec-9-enoyl-sn-glycerol 3-phosphate
rxn07937	2-Acyl-sn-glycero-3-phosphatidate (n-C18:0) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15358[e0]	2-octadecanoyl-sn-glycerol 3-phosphate
rxn07938	2-Acyl-sn-glycero-3-phosphatidate (n-C18:1) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15357[e0]	2-octadec-11-enoyl-sn-glycerol 3-phosphate
rxn07939	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15336[e0]	2-Acyl-sn-glycero-3-phosphoethanolamine dodecanoyl
rxn07940	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15337[e0]	2-Acyl-sn-glycero-3-phosphoethanolamine tetradecanoyl
rxn07941	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15338[e0]	2-Acyl-sn-glycero-3-phosphoethanolamine tetradec-7-enoyl
rxn07942	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15339[e0]	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)
rxn07943	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15340[e0]	2-Acyl-sn-glycero-3-phosphoethanolamine hexadec-9-enoyl
rxn07944	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15341[e0]	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)
rxn07945	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15342[e0]	2-Acyl-sn-glycero-3-phosphoethanolamine octadec-11-enoyl
rxn07953	2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15343[e0]	2-Acyl-sn-glycero-3-phosphoglycerol dodecanoyl
rxn07954	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15344[e0]	2-Acyl-sn-glycero-3-phosphoglycerol tetradecanoyl
rxn07955	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15345[e0]	2-Acyl-sn-glycero-3-phosphoglycerol tetradec-7-enoyl
rxn07956	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15346[e0]	2-Acyl-sn-glycero-3-phosphoglycerol hexadecanoyl
rxn07957	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15347[e0]	2-Acyl-sn-glycero-3-phosphoglycerol hexadec-9-enoyl
rxn07958	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15348[e0]	2-Acyl-sn-glycero-3-phosphoglycerol octadecanoyl
rxn07959	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm)	Diffusion	cpd15349[e0]	2-Acyl-sn-glycero-3-phosphoglycerol octadec-11-enoyl
rxn07972	dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)	Diffusion	cpd02500[e0]	Protocatechuatealdehyde
rxn07973	3AMP transport via diffusion (extracellular to periplasm)	Diffusion	cpd00988[e0]	3'-AMP
rxn07974	3CMP transport via diffusion (extracellular to periplasm)	Diffusion	cpd03454[e0]	3'-CMP
rxn07975	3GMP transport via diffusion (extracellular to periplasm)	Diffusion	cpd03701[e0]	Gp
rxn08003	tripeptide (LalaDgluMdap) transport via ABC system (periplasm)	3.Primary active transporters	cpd15386[e0]	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate
rxn08004	LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm)	Diffusion	cpd15386[e0]	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate
rxn08005	3UMP transport via diffusion (extracellular to periplasm)	Diffusion	cpd00989[e0]	3'-UMP
rxn08006	4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)	Diffusion	cpd02361[e0]	4-Hydroxyphenylacetaldehyde
